40
2.24	11.4	4.24	7.07	3.16	9.06	14.32	13.04	7.07	6.71	6.4	13.89	5.39	8.54	17.8	9.22	8.25	11.0	12.17	11.4	8.06	10.2	7.81	4.0	7.81	4.12	12.04	14.32	3.16	13.42	0.0	10.82	7.07	9.43	11.0	15.65	10.77	6.4	9.22	13.6	
8.94	15.13	12.37	7.28	13.45	17.0	5.83	2.24	11.7	9.49	12.08	13.34	14.56	9.06	17.72	4.0	17.8	19.24	5.0	9.22	8.25	17.46	12.65	13.45	14.0	8.25	14.0	10.3	13.0	12.37	10.82	0.0	16.4	14.56	6.32	13.93	16.76	5.1	3.16	10.77	
9.22	8.25	10.2	10.0	4.0	2.83	18.03	18.44	6.32	8.06	5.39	13.0	9.85	9.85	15.52	13.45	1.41	4.12	15.81	12.65	15.13	4.24	6.08	3.16	13.6	11.18	10.05	15.52	8.25	13.04	7.07	16.4	0.0	6.08	13.89	15.0	5.83	13.0	15.65	14.32	
10.77	2.24	13.6	7.28	7.81	4.12	14.21	16.16	3.0	5.1	3.16	7.07	14.14	5.83	9.49	10.77	7.0	5.83	12.21	7.81	16.49	3.61	2.0	6.4	17.2	12.65	4.0	10.3	12.04	7.28	9.43	14.56	6.08	0.0	10.0	9.06	2.24	13.04	15.03	8.94	
10.2	9.85	14.32	4.12	12.37	13.45	4.24	7.0	7.81	5.83	8.6	7.07	16.12	4.24	11.4	2.83	15.26	15.56	2.24	3.0	12.81	13.45	8.49	11.7	17.09	10.77	8.25	4.24	14.04	6.08	11.0	6.32	13.89	10.0	0.0	7.62	12.21	8.6	8.6	4.47	
15.81	7.28	19.72	9.22	15.52	13.15	10.0	14.32	9.22	8.94	10.2	2.0	21.02	7.21	4.0	10.3	16.03	14.56	9.22	5.0	19.85	12.37	9.06	14.32	23.02	17.03	5.1	4.0	18.79	2.24	15.65	13.93	15.0	9.06	7.62	0.0	10.44	15.62	16.12	3.16	
12.37	3.16	14.76	9.49	8.6	3.16	16.4	18.38	5.1	7.28	5.0	8.54	15.0	8.06	10.05	13.0	6.32	4.12	14.42	9.9	18.25	2.0	4.12	7.21	18.36	14.32	5.39	12.21	13.04	8.94	10.77	16.76	5.83	2.24	12.21	10.44	0.0	15.0	17.12	10.82	
4.24	14.32	7.28	6.71	9.43	14.32	10.2	7.28	10.05	8.25	10.0	14.42	9.49	8.94	18.87	5.83	14.32	16.49	8.54	10.63	4.24	15.13	11.05	9.85	9.06	3.16	13.93	12.81	8.06	13.6	6.4	5.1	13.0	13.04	8.6	15.62	15.0	0.0	2.83	12.73	
7.07	16.03	9.85	8.06	12.21	16.76	8.94	5.0	12.04	10.0	12.17	15.23	12.08	10.2	19.7	5.83	17.0	18.97	7.81	11.18	5.1	17.46	13.04	12.53	11.05	5.83	15.3	12.81	10.82	14.32	9.22	3.16	15.65	15.03	8.6	16.12	17.12	2.83	0.0	13.04	
13.42	7.81	17.46	6.71	14.04	13.0	7.07	11.18	8.06	7.07	9.06	3.16	18.97	5.1	7.07	7.21	15.52	14.76	6.08	2.24	16.97	12.53	8.25	13.0	20.59	14.42	5.66	1.41	16.76	2.24	13.6	10.77	14.32	8.94	4.47	3.16	10.82	12.73	13.04	0.0	
