85
20.02	23.35	20.0	12.81	16.55	37.8	19.7	23.35	34.21	25.18	0.0	17.46	8.94	26.4	26.93	23.6	18.11	29.43	14.87	7.28	18.36	29.53	10.3	10.82	22.67	7.07	15.13	11.66	15.81	26.91	13.6	17.12	30.41	13.04	36.36	9.9	8.49	33.0	31.4	17.89	20.88	10.63	34.54	18.44	8.06	12.04	30.53	12.81	34.93	14.87	34.48	25.24	6.08	5.0	5.83	30.08	31.91	18.03	14.56	17.03	6.4	6.4	24.19	30.41	9.22	4.24	30.27	25.71	8.94	18.03	22.2	22.47	25.5	8.06	25.71	35.78	23.09	16.12	18.97	9.49	7.07	29.15	13.15	21.4	29.83	
24.08	23.02	23.35	10.82	11.18	26.68	37.0	13.04	23.35	25.24	17.46	0.0	26.25	12.65	11.66	15.3	2.24	33.3	8.49	18.6	5.1	22.2	13.0	23.54	35.74	18.25	32.06	12.53	9.22	16.03	15.81	23.02	38.6	30.41	27.07	26.4	11.18	33.62	21.1	12.04	3.61	25.18	28.28	35.9	23.71	19.7	39.66	29.55	41.77	9.9	42.8	35.36	20.59	14.76	14.04	36.88	41.05	13.04	16.4	34.13	15.81	23.41	33.62	28.64	10.0	20.02	29.07	31.14	24.19	5.1	36.14	5.66	13.15	21.21	23.71	28.02	5.83	13.45	10.05	8.06	19.42	32.02	17.49	9.0	26.93	
25.0	29.55	25.3	21.26	23.19	46.01	10.77	31.89	42.45	31.02	8.94	26.25	0.0	35.23	35.85	31.83	26.68	33.14	23.6	10.44	27.29	37.2	18.38	13.15	21.02	13.04	9.22	19.8	23.02	35.38	20.81	21.84	31.58	5.83	44.2	3.16	17.2	37.85	39.62	24.33	29.73	11.0	41.68	10.0	5.0	17.46	31.05	4.47	36.5	23.43	35.17	25.71	7.28	12.04	14.21	32.14	32.28	26.17	21.63	10.3	12.04	3.0	25.32	36.4	17.12	8.6	36.06	29.07	5.66	26.17	19.72	31.38	34.21	11.7	32.2	43.27	31.95	24.08	26.08	18.38	9.49	33.38	19.72	30.23	36.25	
22.36	18.38	21.38	14.32	23.77	14.14	45.79	5.1	11.0	20.12	26.4	12.65	35.23	0.0	2.83	7.62	14.32	29.07	11.66	29.83	8.6	12.21	17.46	27.89	38.01	23.77	38.63	16.16	21.84	5.0	17.26	23.02	36.69	38.01	15.13	36.24	18.03	27.02	9.22	24.52	10.05	30.36	17.89	43.83	33.97	22.36	38.33	39.2	38.48	12.08	40.5	35.36	31.11	25.5	21.1	34.18	39.56	11.05	17.12	40.85	27.02	32.8	33.38	21.26	21.63	27.29	22.02	28.46	34.66	17.26	39.12	8.0	2.24	26.57	17.49	16.76	9.06	13.15	22.2	17.69	30.48	27.29	19.24	5.0	19.1	
24.74	21.02	23.77	15.52	22.47	16.0	46.53	7.62	13.15	22.83	26.93	11.66	35.85	2.83	0.0	10.3	13.0	31.76	12.65	29.7	8.6	15.0	18.68	29.43	40.01	25.0	39.85	17.46	20.62	7.81	19.03	25.18	39.22	39.0	17.46	36.62	18.79	29.83	11.7	23.09	8.54	31.78	20.59	44.78	34.21	24.08	40.8	39.66	41.15	13.34	43.08	37.66	31.24	25.5	21.93	36.77	42.06	13.04	19.0	42.06	26.87	33.29	35.69	24.08	21.26	28.23	24.84	31.02	34.83	15.81	41.01	6.32	5.0	27.89	20.25	19.31	7.07	15.0	20.62	17.8	30.41	30.02	21.02	6.08	21.93	
15.03	10.77	14.04	10.82	26.02	14.21	41.87	2.83	10.63	12.53	23.6	15.3	31.83	7.62	10.3	0.0	17.46	21.47	9.49	28.64	10.2	7.0	13.45	22.36	31.26	19.21	33.62	12.04	24.02	4.12	11.66	16.12	29.12	33.6	13.0	33.42	15.26	19.8	7.81	27.07	14.32	25.06	13.04	39.41	31.62	16.55	30.81	36.12	30.87	8.94	32.89	28.07	29.15	24.17	17.8	26.57	32.02	5.66	11.18	35.85	26.0	29.83	26.08	14.21	21.59	23.35	14.87	20.88	32.45	20.4	32.56	13.04	5.39	21.63	10.0	13.15	14.42	7.81	25.32	16.76	29.07	19.72	13.42	6.71	12.21	
26.17	25.24	25.46	12.81	9.49	28.44	37.36	15.13	25.18	27.46	18.11	2.24	26.68	14.32	13.0	17.46	0.0	35.47	10.63	18.36	7.28	24.33	14.76	25.0	37.34	19.65	33.0	14.42	7.62	18.0	17.8	25.0	40.61	31.14	29.02	26.57	12.65	35.85	23.02	10.2	4.47	26.48	30.41	36.5	23.77	21.47	41.62	29.73	43.86	12.04	44.82	37.22	20.62	14.87	15.3	38.95	43.01	15.26	18.44	35.01	15.65	23.77	35.51	30.87	9.85	21.02	31.3	33.24	24.17	3.0	37.64	6.71	15.03	22.56	25.94	30.07	6.4	15.62	8.0	9.06	19.24	34.21	19.42	11.05	29.15	
9.85	10.82	10.3	23.02	41.18	28.02	39.22	24.19	26.08	8.94	29.43	33.3	33.14	29.07	31.76	21.47	35.47	0.0	24.84	36.67	29.0	19.24	22.36	20.02	18.44	22.36	28.79	21.95	39.45	24.7	18.36	12.37	9.22	31.05	24.08	36.06	25.5	6.4	24.33	42.54	33.97	22.2	18.25	35.47	36.01	17.46	11.4	37.34	9.49	23.43	12.04	12.04	35.23	33.24	25.3	6.08	12.17	20.52	17.49	30.46	35.17	33.0	10.63	10.05	34.01	26.08	9.06	4.12	37.01	37.8	20.62	33.42	26.83	22.02	11.7	21.21	34.83	19.85	41.88	29.53	36.5	2.0	17.46	27.2	12.0	
15.62	14.76	14.87	3.0	17.46	23.32	34.13	8.6	19.72	17.0	14.87	8.49	23.6	11.66	12.65	9.49	10.63	24.84	0.0	19.24	5.1	16.28	6.08	17.03	28.44	12.37	27.2	5.0	15.52	12.21	7.62	14.76	30.23	26.4	22.47	24.76	6.4	25.5	17.0	18.68	9.85	19.24	22.09	32.2	22.67	12.17	31.38	27.66	33.3	1.41	34.41	27.31	20.0	14.76	9.43	28.43	32.76	5.1	8.06	29.41	16.55	21.26	25.5	20.88	12.17	15.65	21.19	22.67	23.43	13.04	29.15	10.2	10.63	15.3	15.81	22.56	11.4	5.0	17.46	7.28	19.72	23.6	9.49	6.71	19.42	
27.17	30.07	27.07	18.03	13.0	42.54	20.02	27.78	38.95	32.02	7.28	18.6	10.44	29.83	29.7	28.64	18.36	36.67	19.24	0.0	21.26	35.11	16.28	17.89	29.07	14.32	19.24	17.46	13.15	31.38	20.1	24.33	37.58	16.16	41.63	9.0	13.6	40.05	36.24	14.04	22.2	17.2	40.52	20.22	6.0	19.24	37.59	12.04	42.15	19.7	41.59	32.25	3.16	4.47	12.04	37.34	38.95	23.41	21.1	20.62	2.83	7.62	31.3	37.12	8.6	11.18	37.05	32.98	6.08	17.09	28.28	24.21	29.41	15.23	32.25	41.44	24.41	21.84	16.03	12.21	1.0	36.35	20.0	25.0	36.35	
20.25	18.44	19.42	8.06	16.03	22.14	38.01	8.0	18.68	20.62	18.36	5.1	27.29	8.6	8.6	10.2	7.28	29.0	5.1	21.26	0.0	17.12	11.0	22.0	33.54	17.12	31.78	10.05	14.04	11.18	12.65	19.7	34.99	30.68	22.2	28.02	10.44	28.84	16.28	17.0	5.0	24.08	23.19	36.4	25.61	17.26	36.24	31.06	37.8	6.32	39.12	32.31	22.67	16.97	13.6	33.02	37.59	8.49	13.0	33.96	18.44	24.7	30.46	23.71	13.04	19.92	24.19	27.2	26.25	10.2	34.23	5.1	8.54	20.1	18.87	23.0	6.32	9.43	15.13	9.22	21.93	27.59	14.56	4.12	21.93	
16.16	10.44	15.23	17.09	33.02	9.85	46.69	9.22	7.07	11.05	29.53	22.2	37.2	12.21	15.0	7.0	24.33	19.24	16.28	35.11	17.12	0.0	19.24	26.25	32.89	24.21	37.64	17.89	31.02	7.21	16.4	18.36	28.02	38.18	7.07	39.12	21.54	15.65	5.1	34.06	20.88	29.07	6.08	43.86	37.59	20.52	30.0	41.62	28.64	15.52	31.26	28.44	35.34	30.68	23.71	25.08	31.02	11.7	15.62	39.82	32.57	35.51	26.48	9.85	28.44	28.6	10.77	20.02	38.47	27.29	34.54	19.31	10.3	26.17	8.06	6.32	20.62	13.42	32.25	23.54	35.47	17.26	17.69	13.34	7.62	
12.53	14.04	12.08	3.16	18.87	27.66	28.6	13.6	24.08	16.12	10.3	13.0	18.38	17.46	18.68	13.45	14.76	22.36	6.08	16.28	11.0	19.24	0.0	11.0	22.8	6.32	21.19	1.41	17.2	17.03	4.12	10.63	26.17	20.59	26.08	20.0	3.16	24.52	21.26	20.25	15.3	13.15	24.35	26.42	18.36	6.71	27.02	22.67	29.83	5.39	30.41	22.47	16.16	12.04	4.47	24.84	28.43	7.81	5.1	23.41	14.04	16.4	20.81	21.0	11.7	10.0	21.02	19.42	19.24	16.4	23.35	16.03	16.12	9.22	16.03	25.5	17.12	5.83	19.85	7.21	16.49	21.54	5.0	12.65	20.1	
12.08	17.2	12.53	14.04	26.4	35.81	20.81	23.41	32.45	18.36	10.82	23.54	13.15	27.89	29.43	22.36	25.0	20.02	17.03	17.89	22.0	26.25	11.0	0.0	12.53	5.39	11.4	12.04	25.24	26.4	10.77	8.94	19.7	12.21	33.3	16.03	12.37	24.74	29.68	27.8	26.17	2.83	29.83	17.69	16.12	5.83	19.72	17.46	24.35	16.12	23.71	14.42	15.81	15.62	9.85	19.65	21.1	17.09	11.18	13.6	17.2	13.04	13.42	23.71	18.6	6.71	23.26	16.0	17.12	26.0	12.65	27.02	26.25	2.83	20.0	31.83	28.07	14.87	28.3	16.16	17.46	20.22	8.94	23.35	23.85	
16.76	22.47	17.72	25.5	38.83	42.72	23.02	33.06	39.85	22.36	22.67	35.74	21.02	38.01	40.01	31.26	37.34	18.44	28.44	29.07	33.54	32.89	22.8	12.53	0.0	17.89	13.15	23.54	37.74	35.36	21.1	15.13	12.37	16.49	39.4	24.17	24.7	24.76	37.36	40.22	38.08	12.04	34.48	19.03	25.55	16.28	11.05	24.04	17.26	27.29	15.0	6.71	26.4	27.66	22.36	14.32	12.0	27.0	21.02	14.0	29.0	22.47	7.81	26.63	31.06	18.44	25.81	14.87	26.42	38.48	2.24	38.64	36.06	15.26	25.08	37.12	39.81	25.02	40.82	28.64	28.43	19.8	19.1	34.06	27.78	
13.0	16.76	13.04	9.49	21.26	33.24	22.67	19.72	29.73	18.44	7.07	18.25	13.04	23.77	25.0	19.21	19.65	22.36	12.37	14.32	17.12	24.21	6.32	5.39	17.89	0.0	14.87	7.62	20.0	23.02	7.81	10.05	23.85	14.42	31.24	15.23	7.07	26.02	26.91	22.67	21.02	7.0	28.65	20.25	14.32	5.0	24.21	17.49	28.18	11.7	28.02	19.1	13.0	11.18	4.47	23.26	25.61	13.6	8.6	17.09	13.0	11.7	17.8	23.77	13.45	4.47	23.54	18.68	15.3	20.62	18.03	22.02	22.36	3.0	19.31	30.23	23.0	11.4	23.02	10.77	14.14	22.09	6.71	18.97	23.41	
22.8	28.32	23.43	24.35	31.32	47.2	10.44	34.44	43.83	29.21	15.13	32.06	9.22	38.63	39.85	33.62	33.0	28.79	27.2	19.24	31.78	37.64	21.19	11.4	13.15	14.87	0.0	22.47	30.81	37.59	21.95	19.85	25.02	3.61	44.69	12.04	21.38	34.44	41.05	32.57	35.23	8.6	41.04	6.71	14.21	17.2	24.02	11.18	30.02	26.57	28.07	19.03	16.12	19.65	18.25	26.31	25.08	28.18	22.47	2.24	20.25	11.66	19.24	34.41	24.33	12.04	33.84	24.7	14.87	33.14	11.4	36.5	37.16	12.08	31.14	43.14	37.34	25.94	33.96	24.02	18.36	29.55	20.25	33.84	34.83	
12.21	13.15	11.66	2.0	19.24	26.25	30.0	12.21	22.67	15.3	11.66	12.53	19.8	16.16	17.46	12.04	14.42	21.95	5.0	17.46	10.05	17.89	1.41	12.04	23.54	7.62	22.47	0.0	17.49	15.62	3.61	10.63	26.25	21.95	24.7	21.4	4.0	23.77	19.85	20.59	14.56	14.32	23.09	27.78	19.72	7.28	27.2	24.08	29.73	4.12	30.48	22.83	17.46	13.15	5.83	24.76	28.6	6.4	4.47	24.7	15.13	17.8	21.1	20.02	12.37	11.4	20.1	19.21	20.59	16.28	24.19	15.13	14.76	10.44	15.0	24.17	16.28	4.47	20.0	7.62	17.72	21.02	5.0	11.4	19.03	
29.68	30.08	29.15	16.55	2.0	35.9	33.14	22.02	32.56	32.31	15.81	9.22	23.02	21.84	20.62	24.02	7.62	39.45	15.52	13.15	14.04	31.02	17.2	25.24	37.74	20.0	30.81	17.49	0.0	25.18	21.1	27.8	43.19	28.28	36.22	22.09	14.21	40.85	30.27	3.16	12.08	25.94	37.05	33.02	19.1	23.35	43.84	25.18	47.01	16.76	47.42	38.95	16.03	11.18	15.62	42.01	45.25	20.62	21.95	32.56	11.0	20.02	37.48	36.4	6.71	19.7	36.69	36.62	19.24	5.0	37.59	14.32	22.36	22.47	31.32	37.01	13.89	20.25	3.16	10.0	14.14	38.47	22.2	18.11	34.93	
19.0	14.32	18.0	14.14	27.17	11.18	45.61	3.61	7.62	15.81	26.91	16.03	35.38	5.0	7.81	4.12	18.0	24.7	12.21	31.38	11.18	7.21	17.03	26.4	35.36	23.02	37.59	15.62	25.18	0.0	15.65	20.22	32.76	37.44	11.05	36.8	18.44	22.2	5.1	28.07	14.14	29.07	13.0	43.27	34.83	20.62	34.53	39.6	34.18	12.04	36.4	32.02	32.2	26.93	21.21	30.08	35.69	9.43	15.23	39.82	28.65	33.24	30.02	16.4	23.77	27.02	17.2	24.52	35.61	21.0	36.67	12.37	3.16	25.55	13.0	12.17	13.6	11.66	26.0	19.24	31.91	22.85	17.46	7.07	14.21	
8.6	10.0	8.06	5.0	22.83	25.5	30.41	12.65	22.02	12.04	13.6	15.81	20.81	17.26	19.03	11.66	17.8	18.36	7.62	20.1	12.65	16.4	4.12	10.77	21.1	7.81	21.95	3.61	21.1	15.65	0.0	7.21	22.8	22.02	23.43	22.83	7.28	20.4	19.21	24.19	17.46	13.42	21.02	27.8	21.54	5.1	23.85	25.24	26.17	6.32	27.02	19.7	19.65	16.0	8.06	21.21	25.24	6.32	1.0	24.19	18.0	19.24	17.89	17.03	15.81	12.21	17.0	15.62	22.47	19.8	22.0	17.72	15.52	10.0	12.17	22.47	18.97	4.12	23.6	11.18	20.22	17.46	2.0	13.0	16.28	
3.16	8.49	3.61	12.21	29.41	28.18	29.68	18.0	25.08	9.43	17.12	23.02	21.84	23.02	25.18	16.12	25.0	12.37	14.76	24.33	19.7	18.36	10.63	8.94	15.13	10.05	19.85	10.63	27.8	20.22	7.21	0.0	15.62	21.1	25.24	24.52	13.6	16.12	22.47	30.81	24.6	11.66	21.21	26.4	24.08	5.1	16.64	26.25	19.21	13.42	19.85	12.65	23.02	20.88	13.0	14.21	18.03	12.17	6.71	21.93	22.8	21.21	10.77	14.76	21.95	14.04	14.32	8.94	25.08	26.91	16.49	24.7	21.0	10.2	11.31	23.43	26.0	10.44	30.48	17.8	24.19	12.04	5.66	19.42	15.0	
14.76	18.44	15.65	27.8	44.69	37.12	35.23	31.62	35.0	17.12	30.41	38.6	31.58	36.69	39.22	29.12	40.61	9.22	30.23	37.58	34.99	28.02	26.17	19.7	12.37	23.85	25.02	26.25	43.19	32.76	22.8	15.62	0.0	28.02	33.24	34.71	29.0	15.23	33.06	46.1	39.96	20.88	27.46	31.26	35.44	19.85	2.24	35.23	5.0	28.84	4.24	6.0	35.47	34.99	27.8	3.16	3.0	26.83	22.2	26.17	36.72	32.28	6.32	19.24	37.01	26.4	18.25	8.25	36.4	42.52	14.56	39.82	34.48	22.36	20.1	30.41	41.18	25.55	45.97	33.24	37.16	11.18	21.26	34.01	21.1	
24.19	29.41	24.7	23.71	28.64	47.51	8.6	34.13	44.05	30.53	13.04	30.41	5.83	38.01	39.0	33.6	31.14	31.05	26.4	16.16	30.68	38.18	20.59	12.21	16.49	14.42	3.61	21.95	28.28	37.44	22.02	21.1	28.02	0.0	45.25	8.49	20.25	36.4	41.23	29.83	33.73	9.43	42.01	5.83	10.82	17.69	27.17	7.62	33.02	25.94	31.26	22.02	13.0	17.12	17.09	29.07	28.28	28.02	22.67	4.47	17.46	8.54	22.02	35.85	22.02	10.77	35.36	26.93	11.4	31.0	14.87	35.17	36.72	12.04	32.2	43.93	35.9	25.81	31.4	22.36	15.23	31.62	20.52	33.11	36.06	
22.83	17.0	21.95	23.71	38.21	4.12	53.76	14.32	4.47	17.09	36.36	27.07	44.2	15.13	17.46	13.0	29.02	24.08	22.47	41.63	22.2	7.07	26.08	33.3	39.4	31.24	44.69	24.7	36.22	11.05	23.43	25.24	33.24	45.25	0.0	46.04	28.18	19.1	6.0	39.12	25.02	36.12	6.08	50.93	44.42	27.59	35.36	48.6	33.02	21.93	36.01	34.48	42.06	37.16	30.53	30.15	36.22	18.36	22.67	46.86	39.0	42.44	32.57	14.04	34.48	35.61	15.03	25.71	45.28	32.02	41.15	23.09	14.0	33.24	14.32	3.16	24.19	20.25	37.01	29.73	42.05	22.09	24.76	18.11	12.17	
27.66	31.95	27.89	22.67	22.0	47.63	11.05	33.24	44.05	33.53	9.9	26.4	3.16	36.24	36.62	33.42	26.57	36.06	24.76	9.0	28.02	39.12	20.0	16.03	24.17	15.23	12.04	21.4	22.09	36.8	22.83	24.52	34.71	8.49	46.04	0.0	18.38	40.61	41.23	23.02	29.97	14.04	43.83	11.4	3.0	19.92	34.21	3.16	39.62	24.76	38.33	28.86	6.08	11.7	15.62	35.23	35.44	27.8	23.71	12.81	11.18	3.61	28.44	38.9	16.76	10.77	38.6	32.02	3.16	25.71	22.83	31.76	35.38	14.32	34.54	45.28	32.2	25.81	25.02	18.87	8.0	36.22	21.93	31.24	38.63	
15.65	17.12	15.23	4.47	15.81	29.41	27.78	14.87	25.81	19.24	8.49	11.18	17.2	18.03	18.79	15.26	12.65	25.5	6.4	13.6	10.44	21.54	3.16	12.37	24.7	7.07	21.38	4.0	14.21	18.44	7.28	13.6	29.0	20.25	28.18	18.38	0.0	27.66	23.02	17.2	14.0	14.04	26.93	26.0	16.4	9.22	29.73	21.26	32.8	6.4	33.24	25.0	13.89	9.22	3.16	27.8	31.14	9.85	8.25	23.54	11.18	14.87	23.43	24.02	8.54	9.49	24.08	22.47	17.2	13.89	25.0	15.13	17.03	10.05	19.0	27.86	16.03	8.25	16.97	4.24	13.93	24.7	8.06	13.04	23.02	
13.04	10.77	13.0	24.35	42.72	23.19	44.78	22.63	21.84	8.54	33.0	33.62	37.85	27.02	29.83	19.8	35.85	6.4	25.5	40.05	28.84	15.65	24.52	24.74	24.76	26.02	34.44	23.77	40.85	22.2	20.4	16.12	15.23	36.4	19.1	40.61	27.66	0.0	20.62	44.01	33.6	27.2	13.04	41.15	40.2	21.02	17.46	42.2	14.04	24.17	17.26	18.44	39.01	36.22	28.16	12.08	18.03	20.59	19.42	36.24	38.21	37.34	16.97	5.83	36.14	30.15	5.0	10.0	41.19	38.47	26.91	32.65	24.84	26.31	10.0	16.03	34.06	20.62	42.95	31.32	40.01	5.0	20.1	26.25	8.06	
20.62	15.13	19.65	18.6	32.25	6.4	49.58	8.54	2.83	16.0	31.4	21.1	39.62	9.22	11.7	7.81	23.02	24.33	17.0	36.24	16.28	5.1	21.26	29.68	37.36	26.91	41.05	19.85	30.27	5.1	19.21	22.47	33.06	41.23	6.0	41.23	23.02	20.62	0.0	33.14	19.03	32.45	9.22	47.01	39.41	23.85	35.01	43.93	33.73	16.64	36.35	33.24	36.89	31.76	25.61	30.15	36.06	13.45	18.6	43.27	33.54	37.64	31.26	14.87	28.79	31.11	15.81	25.0	40.22	26.02	38.9	17.12	8.0	29.21	13.0	7.62	18.25	15.56	31.02	24.17	36.72	22.36	20.81	12.17	12.65	
32.76	33.24	32.25	19.7	1.41	38.64	34.0	25.0	35.36	35.47	17.89	12.04	24.33	24.52	23.09	27.07	10.2	42.54	18.68	14.04	17.0	34.06	20.25	27.8	40.22	22.67	32.57	20.59	3.16	28.07	24.19	30.81	46.1	29.83	39.12	23.02	17.2	44.01	33.14	0.0	14.56	28.3	40.11	34.23	20.02	26.25	46.69	26.0	50.0	19.92	50.33	41.73	17.12	13.0	18.38	45.0	48.1	23.77	25.06	34.21	12.37	21.38	40.31	39.56	9.22	21.95	39.85	39.66	20.0	7.28	39.96	16.76	25.18	25.0	34.48	40.0	16.16	23.41	2.83	13.04	15.03	41.59	25.24	21.02	38.08	
25.24	23.35	24.41	12.65	13.93	24.19	40.5	11.7	21.02	25.5	20.88	3.61	29.73	10.05	8.54	14.32	4.47	33.97	9.85	22.2	5.0	20.88	15.3	26.17	38.08	21.02	35.23	14.56	12.08	14.14	17.46	24.6	39.96	33.73	25.02	29.97	14.0	33.6	19.03	14.56	0.0	28.02	26.93	39.29	27.29	21.84	41.18	33.11	42.8	11.18	44.1	37.16	24.19	18.36	17.03	38.01	42.54	13.45	17.89	37.34	19.42	26.93	35.34	28.3	13.6	23.19	28.84	32.2	27.78	7.28	38.64	2.24	11.05	24.02	23.6	26.31	2.24	14.42	12.17	11.4	23.02	32.53	19.31	7.62	26.42	
