75
33.12	29.15	15.3	3.61	20.52	5.0	17.0	29.12	15.0	7.28	35.85	8.0	0.0	24.21	18.03	26.68	22.8	20.59	31.58	23.6	10.05	15.65	27.51	14.87	21.93	28.65	10.2	15.65	13.42	35.78	14.14	25.0	6.32	31.38	27.02	29.07	14.04	6.4	27.73	3.61	6.71	15.3	15.03	21.26	30.0	12.65	20.0	26.63	12.08	16.28	22.02	10.82	14.14	31.02	17.03	10.63	13.6	31.38	8.6	10.0	19.85	30.68	19.85	18.97	22.8	24.19	32.89	11.0	20.22	17.69	19.03	35.51	24.17	20.22	27.59	
14.32	21.26	38.47	23.35	5.0	29.07	8.06	17.03	10.44	17.69	16.03	18.6	24.21	0.0	9.0	17.03	25.96	5.1	20.62	33.24	18.36	12.04	14.87	29.27	35.0	11.18	21.59	9.43	11.4	38.91	29.43	34.37	28.18	15.65	6.32	12.53	36.67	25.08	32.57	27.66	27.73	36.06	37.58	3.16	9.06	13.04	35.13	8.06	31.62	16.03	2.24	25.71	21.02	33.11	8.25	13.89	10.63	12.37	16.12	17.49	34.06	16.64	32.0	9.06	14.76	23.77	17.89	17.0	18.03	31.06	16.0	15.0	29.83	16.76	5.0	
15.23	15.65	30.81	18.38	4.0	23.02	8.6	13.15	3.16	13.34	17.89	15.13	18.03	9.0	0.0	11.7	17.46	9.43	16.49	24.33	16.0	3.16	11.05	20.4	26.0	10.77	13.0	8.94	9.22	31.06	20.62	25.5	20.62	14.14	9.22	11.4	28.84	17.2	24.17	21.63	20.0	27.73	29.68	6.08	12.04	11.18	26.17	8.6	23.26	7.07	7.07	17.09	12.04	25.24	2.24	7.62	7.07	13.42	9.43	15.0	25.08	14.0	23.0	12.04	8.06	15.81	16.03	15.03	20.59	22.09	18.36	17.49	21.19	8.6	10.3	
10.44	4.24	35.81	28.16	13.6	31.32	20.12	2.83	14.32	24.02	13.0	26.08	26.68	17.03	11.7	0.0	12.65	20.0	5.0	21.19	27.29	12.04	3.0	21.93	24.6	8.06	17.89	20.62	20.88	22.8	22.63	21.84	26.83	6.71	12.08	7.0	33.6	23.26	18.03	30.08	25.94	31.14	34.21	15.62	12.17	22.8	26.08	9.85	27.02	10.44	16.28	20.81	14.42	17.26	13.93	18.03	18.68	10.05	19.03	26.31	24.7	5.0	21.95	23.32	4.0	9.22	7.07	26.48	32.2	22.2	29.97	13.6	16.49	6.71	14.32	
23.09	11.4	26.57	25.63	21.19	26.17	25.24	15.23	18.03	23.85	25.63	26.08	22.8	25.96	17.46	12.65	0.0	26.83	15.0	8.54	28.02	15.26	15.52	11.7	12.21	20.22	12.65	25.0	24.08	14.14	12.65	9.22	20.0	19.31	23.02	19.42	24.35	17.12	6.71	25.32	19.0	21.02	24.7	23.41	24.08	25.46	14.14	21.0	17.72	10.82	24.35	13.0	8.94	8.6	19.24	19.1	22.02	22.56	18.6	27.2	12.73	17.46	9.9	28.84	12.0	3.61	19.24	27.8	36.07	10.82	33.97	26.25	4.0	9.22	25.08	
19.1	24.21	35.47	19.21	6.4	25.24	3.61	20.59	9.22	13.6	21.0	14.14	20.59	5.1	9.43	20.0	26.83	0.0	24.19	33.24	13.6	11.7	18.36	28.02	34.37	15.52	20.0	5.0	7.21	40.5	28.0	34.48	25.3	19.92	11.05	16.76	33.84	22.56	33.54	23.85	25.0	33.73	34.79	4.47	14.0	8.49	34.06	12.37	29.43	16.16	4.12	24.02	20.4	34.67	7.62	11.18	7.28	17.12	13.34	12.81	33.14	20.62	31.4	4.0	16.97	25.24	22.14	12.21	13.15	30.15	11.05	20.02	30.46	18.03	10.05	
10.2	3.61	39.96	33.14	17.89	36.14	24.7	3.61	19.24	29.02	12.0	31.06	31.58	20.62	16.49	5.0	15.0	24.19	0.0	23.32	32.25	17.03	5.83	25.61	27.2	10.0	22.47	25.3	25.71	22.02	26.4	23.71	31.38	6.32	14.87	8.6	37.74	27.86	18.97	34.93	30.46	35.0	38.28	19.72	13.89	27.66	29.07	12.73	31.06	15.3	20.25	25.06	18.79	17.12	18.68	23.02	23.54	10.77	24.02	31.26	27.66	4.47	24.84	27.73	9.0	11.4	5.0	31.4	36.77	25.46	34.54	13.04	18.36	11.4	17.03	
31.62	19.72	22.02	27.02	28.28	25.5	31.02	23.77	24.04	27.02	34.18	29.07	23.6	33.24	24.33	21.19	8.54	33.24	23.32	0.0	31.24	21.59	24.04	8.94	4.47	28.64	15.0	30.46	29.07	13.15	9.85	1.41	18.79	27.86	31.06	27.89	20.0	17.2	6.32	25.06	17.89	16.03	20.02	30.41	32.39	30.02	7.28	29.15	14.32	17.26	31.4	12.81	13.0	10.44	25.71	23.71	27.31	31.05	22.47	30.61	6.08	26.0	4.12	34.54	20.22	12.08	27.73	31.4	40.5	6.32	38.59	34.79	5.0	17.03	33.02	
30.59	30.81	25.08	7.07	16.49	13.34	10.3	29.07	13.04	4.24	32.98	2.24	10.05	18.36	16.0	27.29	28.02	13.6	32.25	31.24	0.0	15.3	27.02	23.32	30.53	26.31	16.28	8.94	7.28	42.01	22.83	32.65	16.28	30.07	23.09	27.17	24.0	15.23	34.06	12.17	16.49	25.32	25.0	16.16	26.25	5.39	29.07	23.54	21.84	18.38	16.55	18.87	19.21	36.62	14.04	9.49	9.06	28.64	9.43	1.0	28.65	30.0	28.02	10.63	23.35	28.18	32.02	1.41	10.2	26.08	9.0	32.28	30.48	22.14	22.85	
17.49	15.52	27.8	16.49	7.07	20.59	10.0	14.04	2.83	12.0	20.25	14.04	15.65	12.04	3.16	12.04	15.26	11.7	17.03	21.59	15.3	0.0	12.17	17.26	23.02	13.04	9.85	9.9	9.43	29.21	17.46	22.8	17.69	15.81	12.21	13.42	25.81	14.21	21.95	19.24	17.03	24.6	26.63	9.0	14.87	11.18	23.09	11.31	20.12	4.47	10.0	13.93	9.0	23.43	4.12	6.0	7.21	15.81	7.28	14.32	22.02	15.3	20.02	13.6	8.06	14.14	17.46	14.56	21.4	19.03	19.21	20.0	18.79	7.21	13.42	
7.62	6.71	37.64	28.64	12.08	32.31	18.97	2.24	14.0	24.08	10.3	26.02	27.51	14.87	11.05	3.0	15.52	18.36	5.83	24.04	27.02	12.17	0.0	24.21	27.31	5.1	19.42	19.65	20.22	25.71	24.84	24.74	28.3	4.24	9.43	4.0	35.47	24.7	21.02	31.02	27.46	33.24	36.12	13.89	9.22	22.2	28.65	7.21	29.0	11.66	14.42	22.67	16.28	20.22	13.15	18.11	18.11	7.07	19.42	26.02	27.29	3.16	24.6	21.93	5.0	12.17	5.39	26.08	31.02	24.7	28.79	10.77	19.42	8.49	11.66	
31.62	22.2	14.87	18.38	24.33	16.55	25.18	24.76	19.03	19.24	34.41	21.1	14.87	29.27	20.4	21.93	11.7	28.02	25.61	8.94	23.32	17.26	24.21	0.0	7.21	27.78	8.06	24.33	22.56	21.84	1.0	10.3	9.85	28.43	28.79	27.46	12.65	8.49	14.14	16.12	8.94	9.43	13.0	26.17	30.87	23.09	6.08	27.31	6.08	13.93	27.17	4.47	8.54	18.03	21.1	17.26	21.21	30.53	15.52	22.83	5.39	26.91	5.0	28.44	19.42	14.76	29.0	23.71	33.11	2.83	31.38	34.67	11.0	15.81	30.36	
34.93	23.6	18.03	25.5	30.0	23.02	31.78	27.29	25.18	26.42	37.58	28.3	21.93	35.0	26.0	24.6	12.21	34.37	27.2	4.47	30.53	23.02	27.31	7.21	0.0	31.62	14.87	31.05	29.41	17.0	7.81	5.1	16.4	31.3	33.54	31.02	16.12	15.62	10.77	22.8	15.62	12.04	16.03	32.02	35.17	30.08	3.0	31.78	11.18	19.03	33.02	11.66	14.04	14.87	27.07	24.04	27.89	34.18	22.47	30.02	2.24	29.53	3.0	35.17	23.09	15.81	31.38	30.89	40.25	4.47	38.48	38.08	9.22	19.65	35.36	
4.47	11.7	40.31	29.15	10.0	33.62	17.03	6.71	13.93	24.04	7.21	25.71	28.65	11.18	10.77	8.06	20.22	15.52	10.0	28.64	26.31	13.04	5.1	27.78	31.62	0.0	21.93	18.0	19.1	30.81	28.3	29.43	30.48	4.47	5.0	1.41	38.21	26.91	26.0	32.25	29.73	36.4	38.95	11.18	4.12	21.1	32.7	3.16	32.02	14.21	11.4	25.61	19.42	25.32	12.37	18.38	17.26	2.83	20.12	25.32	31.38	5.66	28.79	19.42	8.54	17.03	6.71	25.18	28.64	28.64	26.48	7.07	24.19	12.08	7.07	
26.17	19.65	18.38	13.0	16.76	14.04	17.12	20.59	11.18	12.04	29.0	14.14	10.2	21.59	13.0	17.89	12.65	20.0	22.47	15.0	16.28	9.85	19.42	8.06	14.87	21.93	0.0	16.28	14.56	26.08	8.0	16.4	8.94	23.6	21.95	21.93	16.28	5.39	18.03	13.0	8.06	14.76	17.03	18.44	24.41	15.23	14.14	20.81	10.3	7.81	19.42	4.12	4.0	21.02	13.34	9.22	13.15	24.76	7.62	15.62	13.34	22.47	12.08	20.4	14.42	14.04	24.7	16.4	25.55	10.44	23.71	29.0	14.42	11.18	23.26	
22.09	24.6	30.68	14.21	8.0	20.25	1.41	21.84	7.07	8.6	24.33	9.22	15.65	9.43	8.94	20.62	25.0	5.0	25.3	30.46	8.94	9.9	19.65	24.33	31.05	18.0	16.28	0.0	2.24	39.05	24.19	31.78	20.62	22.09	14.32	19.03	29.12	18.11	31.62	18.87	20.4	29.27	30.08	7.28	17.46	3.61	30.41	15.03	25.08	14.21	7.62	20.1	17.46	33.3	6.71	7.07	3.16	20.1	9.0	8.06	29.61	22.36	28.16	4.12	17.0	24.04	24.19	7.62	11.66	26.68	9.43	23.54	28.3	17.03	13.93	
23.35	24.7	28.46	12.04	9.22	18.03	3.61	22.36	6.71	6.4	25.71	7.21	13.42	11.4	9.22	20.88	24.08	7.21	25.71	29.07	7.28	9.43	20.22	22.56	29.41	19.1	14.56	2.24	0.0	38.21	22.36	30.41	18.44	23.0	15.81	20.02	26.93	16.03	30.61	16.64	18.25	27.17	27.89	8.94	18.97	2.0	28.64	16.28	23.02	13.45	9.43	18.25	16.12	32.53	7.07	5.39	2.24	21.38	7.07	6.32	27.89	23.09	26.57	6.0	17.09	23.43	25.02	6.08	12.04	25.0	9.9	25.0	27.2	16.64	15.65	
32.14	19.24	35.01	38.95	34.48	38.28	39.2	24.33	32.02	37.8	34.01	40.0	35.78	38.91	31.06	22.8	14.14	40.5	22.02	13.15	42.01	29.21	25.71	21.84	17.0	30.81	26.08	39.05	38.21	0.0	22.8	12.04	31.62	28.16	34.79	29.61	33.06	29.55	8.06	37.7	30.68	29.02	33.02	36.72	34.93	39.6	20.0	32.57	27.46	24.84	37.59	25.08	22.8	5.83	33.02	33.24	36.12	32.39	32.65	41.23	19.03	26.17	17.26	42.8	24.17	15.26	27.02	41.87	50.21	19.42	48.1	35.06	11.66	22.47	37.0	
32.2	23.02	13.93	17.69	24.52	15.65	25.08	25.46	19.1	18.79	35.0	20.59	14.14	29.43	20.62	22.63	12.65	28.0	26.4	9.85	22.83	17.46	24.84	1.0	7.81	28.3	8.0	24.19	22.36	22.8	0.0	11.18	8.94	29.07	29.15	28.02	11.7	7.81	15.13	15.26	8.06	8.6	12.08	26.31	31.3	22.8	6.32	27.73	5.1	14.32	27.29	4.12	8.94	19.03	21.21	17.12	21.1	31.06	15.3	22.36	5.83	27.59	5.83	28.28	20.0	15.65	29.7	23.26	32.7	3.61	31.02	35.23	12.0	16.4	30.68	
32.28	20.12	23.0	28.43	29.43	26.83	32.31	24.35	25.3	28.43	34.79	30.48	25.0	34.37	25.5	21.84	9.22	34.48	23.71	1.41	32.65	22.8	24.74	10.3	5.1	29.43	16.4	31.78	30.41	12.04	11.18	0.0	20.12	28.46	32.02	28.64	21.02	18.6	5.83	26.42	19.24	17.0	21.0	31.58	33.24	31.38	8.06	30.07	15.52	18.44	32.56	14.21	14.32	9.85	26.93	25.06	28.64	31.78	23.85	32.02	7.0	26.57	5.39	35.85	21.1	12.65	28.23	32.8	41.88	7.62	39.96	35.44	5.39	18.0	34.0	
34.83	28.46	10.3	9.85	23.85	6.71	21.84	29.53	18.03	13.0	37.64	14.14	6.32	28.18	20.62	26.83	20.0	25.3	31.38	18.79	16.28	17.69	28.3	9.85	16.4	30.48	8.94	20.62	18.44	31.62	8.94	20.12	0.0	32.45	29.83	30.61	8.54	3.61	23.77	6.4	1.0	9.06	9.49	25.06	32.56	18.11	14.14	29.0	5.83	16.64	25.94	7.0	12.65	27.46	20.25	14.32	18.03	33.3	12.08	16.12	14.21	31.38	14.76	24.33	23.32	22.2	33.62	17.12	26.48	12.53	25.18	37.54	20.4	20.12	30.81	
4.0	9.0	41.87	32.28	14.14	36.25	21.21	4.12	17.26	27.46	6.32	29.27	31.38	15.65	14.14	6.71	19.31	19.92	6.32	27.86	30.07	15.81	4.24	28.43	31.3	4.47	23.6	22.09	23.0	28.16	29.07	28.46	32.45	0.0	9.43	3.16	39.7	28.84	24.33	34.93	31.62	37.48	40.36	15.52	7.81	25.0	32.76	7.62	33.24	15.81	15.81	26.91	20.52	23.0	16.03	21.59	21.02	4.47	23.09	29.07	31.38	2.0	28.65	23.77	9.22	15.81	2.24	29.02	32.98	28.84	30.81	7.07	23.09	12.73	11.4	
8.06	16.12	40.0	26.93	6.71	32.02	13.15	11.4	12.04	21.47	10.05	22.85	27.02	6.32	9.22	12.08	23.02	11.05	14.87	31.06	23.09	12.21	9.43	28.79	33.54	5.0	21.95	14.32	15.81	34.79	29.15	32.02	29.83	9.43	0.0	6.4	38.01	26.4	29.27	30.61	29.21	36.72	38.83	7.07	3.16	17.72	34.21	2.24	32.25	14.87	7.0	25.94	20.25	29.12	10.0	16.4	14.32	6.08	18.44	22.14	32.98	10.63	30.59	15.03	11.05	20.22	11.66	21.84	24.19	30.08	22.09	9.22	27.02	14.04	2.24	
4.24	10.44	40.31	29.73	11.05	34.0	18.11	5.39	14.56	24.74	7.07	26.48	29.07	12.53	11.4	7.0	19.42	16.76	8.6	27.89	27.17	13.42	4.0	27.46	31.02	1.41	21.93	19.03	20.02	29.61	28.02	28.64	30.61	3.16	6.4	0.0	38.18	27.02	25.02	32.65	29.83	36.24	38.9	12.37	5.39	22.02	32.2	4.47	31.89	14.14	12.65	25.5	19.21	24.19	13.15	18.97	18.11	3.16	20.62	26.17	30.87	4.24	28.23	20.62	8.06	16.12	5.39	26.08	29.83	28.18	27.66	7.21	23.35	11.66	8.49	
42.43	34.48	2.24	17.03	32.25	11.4	30.36	36.4	26.42	21.21	45.25	22.02	14.04	36.67	28.84	33.6	24.35	33.84	37.74	20.0	24.0	25.81	35.47	12.65	16.12	38.21	16.28	29.12	26.93	33.06	11.7	21.02	8.54	39.7	38.01	38.18	0.0	11.66	26.08	12.17	8.94	4.12	1.0	33.54	40.61	26.48	13.15	37.01	6.71	24.04	34.44	12.81	19.21	30.15	28.65	22.85	26.57	41.04	20.62	24.02	14.04	38.42	16.03	32.76	30.48	27.31	40.61	25.02	34.06	14.14	33.0	45.28	23.35	27.02	39.12	
31.24	25.0	13.6	9.9	20.59	9.06	19.24	25.94	14.76	11.4	34.06	13.0	6.4	25.08	17.2	23.26	17.12	22.56	27.86	17.2	15.23	14.21	24.7	8.49	15.62	26.91	5.39	18.11	16.03	29.55	7.81	18.6	3.61	28.84	26.4	27.02	11.66	0.0	21.54	8.25	2.83	11.18	12.53	21.93	29.07	16.03	13.89	25.5	7.0	13.04	22.85	4.47	9.22	25.0	17.0	11.4	15.3	29.73	9.22	14.87	13.6	27.78	13.45	22.02	19.72	19.03	30.02	15.81	25.3	11.31	23.77	33.97	18.03	16.55	27.46	
28.28	15.52	28.16	30.89	27.86	30.36	31.91	20.22	24.7	29.83	30.59	32.02	27.73	32.57	24.17	18.03	6.71	33.54	18.97	6.32	34.06	21.95	21.02	14.14	10.77	26.0	18.03	31.62	30.61	8.06	15.13	5.83	23.77	24.33	29.27	25.02	26.08	21.54	0.0	29.73	22.8	22.2	26.17	30.08	30.02	31.89	13.6	27.17	20.02	17.49	31.02	17.09	14.87	4.12	25.94	25.5	28.6	28.07	24.76	33.3	12.37	22.36	10.05	35.51	18.25	9.06	23.77	33.97	42.52	12.0	40.46	31.4	3.61	15.81	31.4	
36.72	32.39	13.0	5.1	24.08	1.41	20.25	32.57	18.6	10.3	39.45	10.44	3.61	27.66	21.63	30.08	25.32	23.85	34.93	25.06	12.17	19.24	31.02	16.12	22.8	32.25	13.0	18.87	16.64	37.7	15.26	26.42	6.4	34.93	30.61	32.65	12.17	8.25	29.73	0.0	7.21	14.32	13.15	24.76	33.6	15.65	20.52	30.23	12.04	19.65	25.5	12.65	17.0	33.24	20.62	14.21	17.03	34.99	12.21	12.37	20.62	34.18	21.1	21.93	26.25	27.02	36.4	13.34	22.0	18.87	21.1	39.12	26.25	23.54	31.14	
34.06	27.51	10.82	10.3	23.32	7.62	21.59	28.65	17.49	13.04	36.88	14.32	6.71	27.73	20.0	25.94	19.0	25.0	30.46	17.89	16.49	17.03	27.46	8.94	15.62	29.73	8.06	20.4	18.25	30.68	8.06	19.24	1.0	31.62	29.21	29.83	8.94	2.83	22.8	7.21	0.0	9.0	9.85	24.6	31.89	18.03	13.45	28.32	5.39	15.81	25.5	6.0	11.7	26.48	19.72	13.93	17.72	32.56	11.7	16.28	13.45	30.53	13.89	24.19	22.47	21.21	32.76	17.26	26.68	11.66	25.32	36.8	19.42	19.24	30.23	
40.46	31.62	6.0	18.68	31.38	13.89	30.41	33.97	25.63	22.02	43.28	23.19	15.3	36.06	27.73	31.14	21.02	33.73	35.0	16.03	25.32	24.6	33.24	9.43	12.04	36.4	14.76	29.27	27.17	29.02	8.6	17.0	9.06	37.48	36.72	36.24	4.12	11.18	22.2	14.32	9.0	0.0	4.0	32.89	39.12	27.02	9.06	35.51	4.47	22.2	33.84	10.82	17.03	26.31	27.86	22.56	26.48	39.2	20.4	25.18	10.0	36.07	12.17	33.14	28.32	24.19	38.21	26.17	35.51	10.44	34.23	43.42	19.65	24.76	38.01	
43.14	34.99	2.0	18.03	33.12	12.37	31.32	37.01	27.29	22.2	45.97	23.02	15.03	37.58	29.68	34.21	24.7	34.79	38.28	20.02	25.0	26.63	36.12	13.0	16.03	38.95	17.03	30.08	27.89	33.02	12.08	21.0	9.49	40.36	38.83	38.9	1.0	12.53	26.17	13.15	9.85	4.0	0.0	34.44	41.4	27.46	13.04	37.8	7.21	24.76	35.34	13.45	19.85	30.27	29.53	23.77	27.51	41.77	21.54	25.02	14.0	39.05	16.12	33.73	31.14	27.73	41.23	26.02	35.06	14.32	34.0	46.01	23.54	27.66	39.96	
15.0	19.85	35.36	20.62	2.24	26.17	6.08	16.12	7.28	15.0	17.12	16.12	21.26	3.16	6.08	15.62	23.41	4.47	19.72	30.41	16.16	9.0	13.89	26.17	32.02	11.18	18.44	7.28	8.94	36.72	26.31	31.58	25.06	15.52	7.07	12.37	33.54	21.93	30.08	24.76	24.6	32.89	34.44	0.0	10.2	10.77	32.06	8.06	28.46	13.15	1.0	22.56	18.0	30.89	5.1	10.82	7.81	13.0	13.04	15.23	31.02	16.16	29.02	8.25	12.81	21.47	17.72	14.87	17.46	28.02	15.3	16.28	27.2	14.32	6.71	
5.39	15.81	42.64	30.02	9.85	35.0	16.28	10.77	15.0	24.6	7.0	26.0	30.0	9.06	12.04	12.17	24.08	14.0	13.89	32.39	26.25	14.87	9.22	30.87	35.17	4.12	24.41	17.46	18.97	34.93	31.3	33.24	32.56	7.81	3.16	5.39	40.61	29.07	30.02	33.6	31.89	39.12	41.4	10.2	0.0	20.88	36.06	3.61	34.67	17.0	10.05	28.3	22.36	29.43	13.04	19.42	17.46	3.61	21.4	25.3	34.79	9.43	32.28	18.0	12.17	21.0	9.9	25.0	27.07	31.95	25.02	6.08	28.07	15.52	4.12	
25.32	26.57	27.89	10.82	11.18	17.0	5.0	24.33	8.54	5.39	27.66	5.66	12.65	13.04	11.18	22.8	25.46	8.49	27.66	30.02	5.39	11.18	22.2	23.09	30.08	21.1	15.23	3.61	2.0	39.6	22.8	31.38	18.11	25.0	17.72	22.02	26.48	16.03	31.89	15.65	18.03	27.02	27.46	10.77	20.88	0.0	29.12	18.25	23.02	15.0	11.18	18.68	17.2	33.97	9.06	6.4	4.12	23.35	7.62	4.47	28.46	25.08	27.31	6.32	18.97	25.0	27.02	4.12	10.63	25.63	8.6	26.93	28.43	18.36	17.46	
