65
28.18	5.83	30.81	2.0	22.63	32.31	22.2	10.3	13.93	20.22	8.06	22.67	19.21	19.24	5.1	9.49	0.0	17.26	23.71	10.82	18.6	21.1	33.02	17.03	29.0	22.02	12.65	26.48	28.86	23.19	21.95	22.36	28.43	26.08	23.09	25.71	14.0	26.02	34.44	32.76	21.1	21.0	26.93	12.04	1.0	24.08	24.33	19.0	15.3	34.0	18.11	22.14	11.31	13.0	16.16	16.76	32.25	15.65	20.0	25.08	27.31	29.61	28.0	25.46	24.76	
12.81	13.42	13.6	17.72	13.04	15.81	15.52	13.42	8.94	3.0	16.4	12.0	13.0	21.26	16.12	8.0	17.26	0.0	8.94	12.04	8.25	4.12	18.87	11.66	17.46	6.4	15.81	12.04	14.87	8.49	8.25	23.02	15.81	12.08	7.81	8.54	20.25	9.22	18.44	17.8	16.16	24.76	13.45	9.43	17.12	13.04	7.07	23.35	2.0	18.38	5.1	10.77	10.3	5.0	9.22	2.24	17.03	10.44	9.06	9.22	11.31	15.0	11.4	15.03	15.0	
4.47	21.26	9.85	24.7	7.07	9.06	10.63	16.12	17.89	8.06	24.76	5.66	9.85	19.7	20.88	14.42	23.71	8.94	0.0	20.81	6.0	9.0	10.0	10.2	9.0	12.04	17.03	16.76	19.31	14.14	2.0	20.25	7.07	3.16	13.15	6.4	21.21	11.18	10.77	9.22	12.21	23.26	18.68	12.37	23.26	5.83	7.62	22.47	10.0	10.3	13.34	18.0	13.34	13.6	18.03	7.81	8.6	19.31	5.1	2.24	4.0	18.79	13.04	7.62	8.06	
24.84	5.0	24.7	9.85	23.09	27.66	24.33	15.52	4.12	14.21	5.1	22.47	21.21	25.71	13.6	9.0	10.82	12.04	20.81	0.0	18.03	14.42	30.81	19.1	28.64	13.93	18.68	17.03	19.03	14.32	19.72	28.44	27.29	23.85	14.56	20.0	21.93	18.38	30.41	29.83	24.08	28.46	17.03	14.0	11.4	23.77	18.03	26.57	10.82	30.41	9.85	12.04	14.04	7.21	6.0	13.04	29.07	5.1	19.31	21.26	23.35	20.0	19.92	25.63	25.3	
10.2	17.2	15.52	19.85	5.1	15.03	7.28	10.2	16.12	9.43	21.1	4.47	5.0	14.42	15.23	10.0	18.6	8.25	6.0	18.03	0.0	10.82	14.42	4.47	10.82	13.89	11.05	19.42	22.2	16.12	4.0	15.56	9.9	7.62	15.26	11.18	15.3	14.87	16.49	14.32	8.06	18.03	21.1	6.71	18.03	5.83	11.4	17.0	8.0	15.81	13.34	18.97	7.62	11.18	17.0	6.08	13.93	18.03	1.41	8.06	10.0	22.02	17.03	7.62	7.28	
11.7	16.76	10.3	21.38	14.87	13.45	17.89	17.46	10.63	1.41	19.24	13.6	15.81	24.76	20.22	12.04	21.1	4.12	9.0	14.42	10.82	0.0	18.03	14.87	18.0	3.16	19.72	8.6	11.4	5.39	9.22	26.25	16.03	12.04	4.47	5.66	24.19	5.1	16.4	16.55	18.87	28.32	10.3	13.42	21.02	14.32	3.61	27.02	6.08	16.64	5.0	9.0	14.32	8.25	10.0	5.83	15.65	11.4	11.18	8.25	9.85	11.31	7.28	16.28	16.49	
6.32	31.11	12.37	34.21	11.4	7.62	14.04	24.17	27.78	17.46	34.71	10.77	15.52	24.0	29.53	24.08	33.02	18.87	10.0	30.81	14.42	18.03	0.0	17.09	6.08	20.62	24.04	24.02	26.02	22.36	11.31	23.19	5.1	7.07	21.38	13.15	27.46	18.03	5.66	2.24	16.03	27.07	26.02	21.1	32.45	9.49	15.3	27.0	20.0	4.24	22.85	26.68	21.95	23.6	27.73	17.8	3.16	29.07	13.04	9.85	8.25	25.08	19.03	9.06	10.05	
14.0	17.09	19.92	18.6	5.83	19.03	5.39	7.21	18.11	13.45	21.19	6.32	2.24	10.0	12.81	10.2	17.03	11.66	10.2	19.1	4.47	14.87	17.09	0.0	12.21	17.8	7.07	23.43	26.25	20.0	8.25	11.4	12.08	11.05	19.21	15.65	11.05	19.21	20.1	17.46	5.0	13.6	25.0	5.39	16.28	7.62	15.81	12.53	10.77	19.24	16.55	22.36	5.83	13.15	19.42	9.43	17.26	20.22	5.1	12.37	14.14	26.17	21.4	8.6	7.81	
8.06	28.02	15.81	30.41	6.4	12.04	8.25	19.42	26.25	17.03	31.91	6.4	10.3	18.03	25.0	20.81	29.0	17.46	9.0	28.64	10.82	18.0	6.08	12.21	0.0	21.02	18.79	25.5	27.89	23.09	9.22	17.12	2.24	6.08	22.09	14.56	21.84	19.65	11.18	7.62	10.2	21.02	27.46	16.97	28.32	5.0	16.28	21.02	18.03	9.85	22.2	27.0	17.69	21.54	26.68	15.81	8.06	27.89	9.43	10.2	9.85	27.2	21.19	3.61	4.47	
14.32	17.12	11.31	22.02	18.03	15.26	21.02	19.72	9.85	4.47	18.97	16.76	18.87	27.59	21.84	13.6	22.02	6.4	12.04	13.93	13.89	3.16	20.62	17.8	21.02	0.0	22.2	5.66	8.49	2.24	12.37	29.21	19.0	15.0	1.41	7.62	26.63	4.47	18.36	18.97	21.95	31.11	7.21	15.81	22.09	17.46	5.39	29.73	8.06	18.79	4.12	6.08	16.64	9.06	8.6	8.49	18.03	10.0	14.32	11.05	12.37	8.6	6.08	19.42	19.65	
21.02	15.03	26.48	14.56	12.65	26.0	10.82	3.16	19.24	18.36	19.0	13.34	8.54	7.07	7.62	10.3	12.65	15.81	17.03	18.68	11.05	19.72	24.04	7.07	18.79	22.2	0.0	27.8	30.61	24.21	15.03	10.0	18.97	18.11	23.6	21.84	4.47	24.6	27.17	24.52	9.22	9.85	29.07	6.4	11.7	14.56	21.54	8.06	14.21	26.31	19.8	25.5	5.66	15.0	21.1	13.89	24.33	21.47	12.0	19.1	21.02	30.81	26.83	15.23	14.32	
18.03	21.1	12.65	26.17	23.26	17.46	26.42	25.24	13.0	10.0	22.09	21.93	24.41	33.24	26.93	18.79	26.48	12.04	16.76	17.03	19.42	8.6	24.02	23.43	25.5	5.66	27.8	0.0	2.83	3.61	17.46	34.83	23.35	19.42	4.24	11.05	32.2	6.0	20.62	22.09	27.46	36.77	2.0	21.4	26.68	22.47	9.22	35.38	13.6	21.38	8.54	5.39	22.2	13.93	11.05	14.14	21.1	12.17	19.72	15.3	16.03	3.16	5.39	24.35	24.7	
20.22	23.35	14.14	28.44	25.94	19.1	29.15	28.02	15.13	12.81	24.0	24.6	27.2	36.07	29.55	21.47	28.86	14.87	19.31	19.03	22.2	11.4	26.02	26.25	27.89	8.49	30.61	2.83	0.0	6.4	20.12	37.64	25.71	21.84	7.07	13.34	35.0	8.25	22.2	24.0	30.23	39.6	2.0	24.21	29.12	25.08	11.7	38.21	16.4	23.09	11.18	7.0	25.0	16.55	13.04	16.97	23.0	14.0	22.47	17.72	18.25	1.41	7.0	26.93	27.31	
16.12	18.0	12.21	23.02	20.25	16.55	23.26	21.63	10.2	6.71	19.42	18.97	21.1	29.73	23.41	15.23	23.19	8.49	14.14	14.32	16.12	5.39	22.36	20.0	23.09	2.24	24.21	3.61	6.4	0.0	14.56	31.4	21.02	17.03	1.0	9.22	28.6	5.0	19.7	20.62	24.19	33.24	5.0	17.8	23.35	19.65	7.07	31.83	10.0	20.25	5.1	4.47	18.6	10.44	8.54	10.63	19.65	9.85	16.55	13.0	14.14	6.71	5.83	21.59	21.84	
6.32	19.8	11.7	23.02	5.83	11.05	9.22	14.14	17.09	8.06	23.43	4.47	8.06	17.89	18.97	12.81	21.95	8.25	2.0	19.72	4.0	9.22	11.31	8.25	9.22	12.37	15.03	17.46	20.12	14.56	0.0	18.6	7.62	4.24	13.6	7.81	19.24	12.21	12.65	10.82	10.63	21.47	19.31	10.44	21.47	5.1	8.6	20.62	8.94	12.08	13.04	18.11	11.4	12.53	17.46	6.71	10.3	18.68	3.16	4.12	6.0	19.72	14.21	7.07	7.28	
22.85	25.02	30.02	24.33	13.42	27.86	9.85	13.04	28.46	24.84	29.0	14.76	10.63	3.16	17.26	19.65	22.36	23.02	20.25	28.44	15.56	26.25	23.19	11.4	17.12	29.21	10.0	34.83	37.64	31.4	18.6	0.0	18.44	19.7	30.61	26.4	8.94	30.41	27.89	24.52	8.06	4.12	36.4	14.87	21.38	15.23	26.91	5.0	21.95	26.68	27.78	33.62	14.56	23.77	30.08	20.81	24.74	30.68	15.62	22.47	23.71	37.54	32.56	14.56	13.6	
5.83	27.02	13.6	29.73	6.32	10.0	9.0	19.24	24.7	15.13	30.81	5.83	10.44	19.03	24.7	19.85	28.43	15.81	7.07	27.29	9.9	16.03	5.1	12.08	2.24	19.0	18.97	23.35	25.71	21.02	7.62	18.44	0.0	4.0	20.02	12.37	22.36	17.46	9.49	6.08	11.0	22.2	25.32	16.4	27.8	4.47	14.14	22.02	16.55	8.25	20.4	25.02	17.2	20.12	25.0	14.32	6.32	26.25	8.49	8.06	7.62	25.0	18.97	4.0	5.0	
3.16	24.04	10.63	27.2	6.32	8.25	9.85	17.72	21.02	11.18	27.66	5.1	10.05	19.65	22.85	17.03	26.08	12.08	3.16	23.85	7.62	12.04	7.07	11.05	6.08	15.0	18.11	19.42	21.84	17.03	4.24	19.7	4.0	0.0	16.03	8.54	22.0	13.6	9.06	6.71	11.7	23.09	21.38	14.32	25.55	4.47	10.2	22.56	13.04	8.25	16.49	21.02	15.23	16.64	21.19	10.82	6.32	22.47	6.32	4.12	4.24	21.19	15.23	5.66	6.4	
15.13	18.03	11.4	23.0	19.31	15.65	22.36	21.1	10.44	5.83	19.65	18.03	20.25	29.0	23.09	14.87	23.09	7.81	13.15	14.56	15.26	4.47	21.38	19.21	22.09	1.41	23.6	4.24	7.07	1.0	13.6	30.61	20.02	16.03	0.0	8.25	28.02	4.24	18.79	19.65	23.32	32.53	5.83	17.2	23.19	18.68	6.08	31.14	9.43	19.31	5.0	5.39	18.03	10.2	8.94	9.9	18.68	10.3	15.65	12.0	13.15	7.21	5.39	20.62	20.88	
7.0	21.93	5.1	26.25	13.45	7.81	16.97	20.22	16.28	5.83	24.7	12.04	15.81	25.55	24.02	16.28	25.71	8.54	6.4	20.0	11.18	5.66	13.15	15.65	14.56	7.62	21.84	11.05	13.34	9.22	7.81	26.4	12.37	8.54	8.25	0.0	26.25	5.1	10.82	11.4	18.44	29.15	13.04	16.12	25.5	12.21	2.24	28.18	10.44	11.18	10.63	13.6	17.12	13.42	15.62	9.06	10.44	17.03	10.82	4.47	5.0	12.65	6.71	13.89	14.42	
25.02	17.72	30.81	16.0	16.12	30.07	13.6	7.07	23.02	22.83	21.38	17.03	12.04	5.83	9.06	14.21	14.0	20.25	21.21	21.93	15.3	24.19	27.46	11.05	21.84	26.63	4.47	32.2	35.0	28.6	19.24	8.94	22.36	22.0	28.02	26.25	0.0	29.07	31.02	28.16	11.7	7.0	33.42	10.82	13.0	18.11	26.0	5.0	18.6	30.07	24.08	29.7	10.0	19.1	25.0	18.36	28.07	25.24	16.12	23.35	25.18	35.23	31.3	18.44	17.46	
12.04	21.38	7.21	26.17	18.03	11.7	21.4	22.47	14.32	6.32	23.41	16.64	19.8	29.21	25.32	17.12	26.02	9.22	11.18	18.38	14.87	5.1	18.03	19.21	19.65	4.47	24.6	6.0	8.25	5.0	12.21	30.41	17.46	13.6	4.24	5.1	29.07	0.0	14.87	16.12	22.67	32.8	8.0	18.38	26.0	17.0	3.61	31.62	11.18	15.52	8.54	9.43	19.31	13.04	13.04	10.77	15.13	14.42	14.87	9.49	10.05	7.62	2.24	18.79	19.24	
6.32	31.62	8.06	35.36	15.03	3.16	18.25	26.68	26.91	16.28	34.83	14.0	19.0	28.28	31.62	25.06	34.44	18.44	10.77	30.41	16.49	16.4	5.66	20.1	11.18	18.36	27.17	20.62	22.2	19.7	12.65	27.89	9.49	9.06	18.79	10.82	31.02	14.87	0.0	3.61	20.22	31.58	22.56	23.09	34.01	13.04	13.04	31.26	20.0	1.41	21.4	24.17	24.04	23.43	26.4	18.03	3.16	27.8	15.3	9.43	7.21	21.1	15.3	13.34	14.32	
5.0	30.48	10.2	33.84	12.04	5.39	15.03	24.35	26.63	16.12	33.94	11.18	16.12	25.08	29.55	23.6	32.76	17.8	9.22	29.83	14.32	16.55	2.24	17.46	7.62	18.97	24.52	22.09	24.0	20.62	10.82	24.52	6.08	6.71	19.65	11.4	28.16	16.12	3.61	0.0	17.03	28.28	24.08	21.02	32.25	10.05	13.6	28.07	19.1	2.24	21.47	25.0	21.93	22.67	26.42	16.97	1.0	27.78	13.0	8.6	6.71	23.02	17.0	10.05	11.05	
14.87	21.84	21.95	22.83	5.39	19.92	2.0	10.82	23.09	17.49	25.96	6.71	3.16	8.06	16.4	15.13	21.1	16.16	12.21	24.08	8.06	18.87	16.03	5.0	10.2	21.95	9.22	27.46	30.23	24.19	10.63	8.06	11.0	11.7	23.32	18.44	11.7	22.67	20.22	17.03	0.0	11.4	29.15	10.2	20.25	7.28	19.1	11.05	15.52	19.1	21.19	26.93	10.44	18.11	24.33	13.93	17.12	25.18	7.81	14.42	15.65	30.0	24.76	7.0	6.0	
26.25	24.52	33.11	23.0	16.76	31.32	13.34	13.0	29.07	26.91	28.28	18.03	13.42	3.61	16.03	20.12	21.0	24.76	23.26	28.46	18.03	28.32	27.07	13.6	21.02	31.11	9.85	36.77	39.6	33.24	21.47	4.12	22.2	23.09	32.53	29.15	7.0	32.8	31.58	28.28	11.4	0.0	38.21	15.81	20.0	18.68	29.41	2.0	23.43	30.41	29.21	35.0	15.26	24.7	30.89	22.63	28.44	31.3	18.36	25.5	26.93	39.62	35.0	18.25	17.26	
20.02	21.38	14.56	26.48	25.08	19.42	28.18	26.4	13.15	11.66	22.0	23.77	26.08	34.71	27.73	19.72	26.93	13.45	18.68	17.03	21.1	10.3	26.02	25.0	27.46	7.21	29.07	2.0	2.0	5.0	19.31	36.4	25.32	21.38	5.83	13.04	33.42	8.0	22.56	24.08	29.15	38.21	0.0	22.67	27.2	24.35	11.18	36.77	14.87	23.35	9.43	5.0	23.43	14.76	11.05	15.62	23.09	12.0	21.47	17.26	18.03	3.16	7.28	26.25	26.57	
16.76	11.7	21.02	13.45	10.63	21.38	10.77	4.12	13.6	12.08	15.81	10.63	7.62	12.53	8.54	5.0	12.04	9.43	12.37	14.0	6.71	13.42	21.1	5.39	16.97	15.81	6.4	21.4	24.21	17.8	10.44	14.87	16.4	14.32	17.2	16.12	10.82	18.38	23.09	21.02	10.2	15.81	22.67	0.0	11.4	12.04	15.52	14.21	7.81	22.47	13.45	19.21	1.0	8.94	15.23	7.62	20.62	15.81	8.06	14.14	16.28	24.41	20.62	13.45	12.81	
27.73	6.4	30.59	3.0	21.93	31.95	21.4	9.43	14.32	20.1	8.94	22.02	18.44	18.25	4.12	9.22	1.0	17.12	23.26	11.4	18.03	21.02	32.45	16.28	28.32	22.09	11.7	26.68	29.12	23.35	21.47	21.38	27.8	25.55	23.19	25.5	13.0	26.0	34.01	32.25	20.25	20.0	27.2	11.4	0.0	23.43	24.19	18.0	15.13	33.54	18.25	22.47	10.63	13.04	16.55	16.49	31.76	16.12	19.42	24.7	26.93	29.83	28.02	24.76	24.04	
7.62	23.02	15.0	25.46	2.0	12.65	5.39	14.76	21.59	13.15	26.93	1.41	6.08	15.3	20.25	15.81	24.08	13.04	5.83	23.77	5.83	14.32	9.49	7.62	5.0	17.46	14.56	22.47	25.08	19.65	5.1	15.23	4.47	4.47	18.68	12.21	18.11	17.0	13.04	10.05	7.28	18.68	24.35	12.04	23.43	0.0	13.42	18.25	13.34	12.0	18.0	23.19	12.81	16.76	22.2	11.18	10.0	23.35	4.47	7.81	8.6	24.6	18.87	2.0	2.24	
9.06	20.25	6.71	24.74	14.42	10.0	17.8	19.65	14.21	4.12	22.83	13.04	16.28	25.81	23.02	15.03	24.33	7.07	7.62	18.03	11.4	3.61	15.3	15.81	16.28	5.39	21.54	9.22	11.7	7.07	8.6	26.91	14.14	10.2	6.08	2.24	26.0	3.61	13.04	13.6	19.1	29.41	11.18	15.52	24.19	13.42	0.0	28.3	9.06	13.42	8.49	11.4	16.49	11.7	13.45	8.06	12.65	14.87	11.31	6.08	7.07	11.18	5.66	15.23	15.65	
25.71	22.56	32.31	21.0	16.28	30.81	13.04	11.18	27.29	25.61	26.31	17.46	12.65	3.0	14.04	18.36	19.0	23.35	22.47	26.57	17.0	27.02	27.0	12.53	21.02	29.73	8.06	35.38	38.21	31.83	20.62	5.0	22.02	22.56	31.14	28.18	5.0	31.62	31.26	28.07	11.05	2.0	36.77	14.21	18.0	18.25	28.3	0.0	21.93	30.15	27.66	33.42	13.6	23.02	29.15	21.26	28.16	29.53	17.46	24.7	26.25	38.29	33.84	18.03	17.03	
14.14	11.66	15.52	15.81	13.04	17.49	15.13	11.66	8.25	5.0	14.87	12.17	12.37	20.0	14.14	6.0	15.3	2.0	10.0	10.82	8.0	6.08	20.0	10.77	18.03	8.06	14.21	13.6	16.4	10.0	8.94	21.95	16.55	13.04	9.43	10.44	18.6	11.18	20.0	19.1	15.52	23.43	14.87	7.81	15.13	13.34	9.06	21.93	0.0	19.85	5.83	11.66	8.6	3.61	9.0	2.24	18.38	10.05	9.06	10.63	12.81	16.64	13.34	15.3	15.13	
5.83	31.4	9.0	34.99	14.0	4.0	17.12	25.96	27.02	16.4	34.71	13.04	18.03	27.17	31.02	24.7	34.0	18.38	10.3	30.41	15.81	16.64	4.24	19.24	9.85	18.79	26.31	21.38	23.09	20.25	12.08	26.68	8.25	8.25	19.31	11.18	30.07	15.52	1.41	2.24	19.1	30.41	23.35	22.47	33.54	12.0	13.42	30.15	19.85	0.0	21.63	24.7	23.41	23.35	26.63	17.8	2.0	28.02	14.56	9.22	7.07	22.02	16.12	12.17	13.15	
16.55	13.04	15.0	18.0	18.11	18.44	20.62	17.03	5.83	5.39	14.87	17.03	18.03	25.81	18.38	10.3	18.11	5.1	13.34	9.85	13.34	5.0	22.85	16.55	22.2	4.12	19.8	8.54	11.18	5.1	13.04	27.78	20.4	16.49	5.0	10.63	24.08	8.54	21.4	21.47	21.19	29.21	9.43	13.45	18.25	18.0	8.49	27.66	5.83	21.63	0.0	5.83	14.14	5.39	5.0	7.28	20.59	6.4	14.14	13.0	14.76	11.7	10.2	20.0	20.02	
20.4	16.49	16.64	21.59	23.54	21.02	26.25	22.63	8.25	10.05	17.0	22.36	23.77	31.62	23.32	15.62	22.14	10.77	18.0	12.04	18.97	9.0	26.68	22.36	27.0	6.08	25.5	5.39	7.0	4.47	18.11	33.62	25.02	21.02	5.39	13.6	29.7	9.43	24.17	25.0	26.93	35.0	5.0	19.21	22.47	23.19	11.4	33.42	11.66	24.7	5.83	0.0	19.85	10.63	6.08	13.0	24.04	7.0	19.65	17.12	18.44	8.06	9.9	25.18	25.32	
17.72	11.4	22.02	12.81	11.31	22.36	11.18	3.16	13.93	13.0	15.52	11.4	8.06	12.08	7.62	5.1	11.31	10.3	13.34	14.04	7.62	14.32	21.95	5.83	17.69	16.64	5.66	22.2	25.0	18.6	11.4	14.56	17.2	15.23	18.03	17.12	10.0	19.31	24.04	21.93	10.44	15.26	23.43	1.0	10.63	12.81	16.49	13.6	8.6	23.41	14.14	19.85	0.0	9.43	15.65	8.54	21.54	16.16	8.94	15.13	17.26	25.24	21.54	14.14	13.45	
