55
15.0	10.3	7.21	22.67	7.62	20.22	14.42	14.32	10.0	10.2	0.0	7.21	3.16	19.31	10.2	11.18	3.0	20.02	2.83	12.65	14.42	11.0	19.24	20.22	7.28	15.56	8.6	12.21	1.0	4.47	4.12	6.32	7.07	22.8	8.25	16.12	13.45	7.07	6.71	6.08	12.04	21.19	23.6	7.07	9.06	5.0	23.35	13.15	11.18	18.25	7.0	14.04	12.37	15.13	16.03	
17.0	5.1	10.2	25.5	4.24	16.28	8.25	21.19	16.49	7.21	7.21	0.0	9.49	14.04	17.09	6.08	6.08	17.46	10.0	8.25	18.44	17.46	17.49	18.36	8.54	18.38	11.4	16.28	6.4	2.83	10.63	2.0	13.93	24.41	5.66	17.2	16.76	7.62	10.44	5.39	15.52	16.03	25.0	14.21	8.6	10.82	25.94	19.92	10.63	14.32	6.71	11.18	12.04	11.7	13.89	
12.53	11.31	5.1	19.8	8.49	19.92	15.56	11.7	7.07	10.3	3.16	9.49	0.0	19.72	7.62	12.04	3.61	19.1	3.16	13.04	11.4	8.06	18.0	19.0	6.08	12.81	6.32	9.22	4.12	7.07	5.39	9.06	4.47	20.25	8.6	13.93	10.63	6.32	9.22	6.4	9.22	21.47	21.1	6.32	8.25	6.71	20.52	10.44	10.05	18.03	6.71	13.6	11.0	14.87	15.13	
17.09	9.22	16.28	24.19	11.7	4.47	6.08	29.7	24.76	9.43	19.31	14.04	19.72	0.0	26.25	8.25	16.55	8.25	21.93	6.71	21.47	25.46	10.05	10.2	14.21	19.31	16.28	20.25	18.97	16.28	23.41	16.03	23.6	21.0	11.18	15.52	19.24	13.6	24.33	13.42	18.87	2.0	21.02	25.94	12.04	24.04	24.08	28.28	11.4	4.0	13.04	7.21	11.66	5.83	8.25	
14.04	18.6	10.0	18.38	15.81	25.55	22.8	4.12	2.0	16.97	10.2	17.09	7.62	26.25	0.0	19.21	11.18	23.77	8.0	19.8	10.2	2.24	22.14	23.09	12.04	13.04	10.3	9.0	11.18	14.56	9.22	16.49	3.16	20.4	15.62	16.12	11.0	12.73	13.6	13.6	10.05	27.8	21.38	5.83	14.21	10.44	19.31	3.0	15.26	23.85	13.45	19.42	15.65	20.81	20.12	
14.14	1.0	9.85	22.56	3.61	10.2	3.61	23.02	18.03	3.0	11.18	6.08	12.04	8.25	19.21	0.0	8.6	11.66	13.89	2.24	17.12	18.87	12.04	12.81	7.62	16.03	10.44	15.3	10.77	8.06	15.23	8.06	16.28	20.62	3.61	13.6	15.03	6.71	16.12	5.66	14.14	10.2	21.02	18.03	6.08	15.81	22.8	21.63	7.07	8.25	5.83	5.66	8.25	5.83	8.49	
12.73	7.81	5.0	20.81	5.0	17.26	12.04	15.23	10.44	7.28	3.0	6.08	3.61	16.55	11.18	8.6	0.0	17.03	5.39	9.85	13.0	11.4	16.28	17.26	4.47	13.6	6.4	10.77	3.16	4.12	7.07	6.08	8.06	20.52	5.39	13.6	11.66	4.12	9.49	3.16	10.3	18.38	21.26	9.43	6.08	8.0	21.4	13.93	8.25	15.3	4.0	11.05	9.49	12.17	13.04	
11.31	12.53	14.32	16.76	13.6	4.0	12.04	26.42	21.93	10.44	20.02	17.46	19.1	8.25	23.77	11.66	17.03	0.0	22.02	9.43	16.28	22.36	2.24	2.0	13.04	13.45	13.6	15.81	20.1	18.68	24.0	19.31	21.84	13.15	12.37	9.22	14.21	13.0	26.31	14.14	14.42	8.0	13.04	25.32	11.0	25.02	16.49	25.06	9.06	4.47	13.04	6.32	8.25	5.83	4.0	
15.65	13.04	8.25	22.67	10.3	22.56	17.2	12.04	8.25	12.65	2.83	10.0	3.16	21.93	8.0	13.89	5.39	22.02	0.0	15.23	14.14	9.22	21.02	22.02	9.0	15.81	9.49	12.04	3.61	7.21	2.24	8.94	5.1	23.32	10.77	17.09	13.6	9.06	6.4	8.54	12.21	23.77	24.19	4.24	11.05	3.61	23.43	11.0	13.0	20.62	9.22	16.28	14.04	17.46	18.03	
13.0	3.16	10.0	21.21	5.1	8.06	4.0	23.43	18.44	2.83	12.65	8.25	13.04	6.71	19.8	2.24	9.85	9.43	15.23	0.0	16.49	19.21	9.9	10.63	7.81	15.03	10.3	14.87	12.37	10.0	16.76	10.2	17.03	18.97	4.47	12.17	14.32	7.07	18.03	6.71	13.6	8.54	19.31	19.24	5.83	17.46	21.38	22.02	6.08	6.08	6.4	3.61	7.0	3.61	6.4	
5.0	17.03	8.25	8.6	15.03	19.21	20.4	11.18	8.25	14.14	14.42	18.44	11.4	21.47	10.2	17.12	13.0	16.28	14.14	16.49	0.0	8.06	14.21	15.0	10.05	3.16	7.07	2.24	15.26	17.09	16.28	18.97	10.3	10.2	14.0	7.21	2.24	11.05	20.52	13.15	3.0	22.47	11.18	14.76	11.05	17.69	9.43	10.05	10.44	18.03	12.04	14.32	9.85	15.65	13.6	
12.17	18.36	9.22	16.16	15.65	24.41	22.47	4.24	1.0	16.4	11.0	17.46	8.06	25.46	2.24	18.87	11.4	22.36	9.22	19.21	8.06	0.0	20.62	21.54	11.4	11.0	9.22	7.07	12.0	15.13	10.77	17.12	4.12	18.25	15.26	14.32	9.06	12.21	15.23	13.42	8.25	26.91	19.24	7.81	13.45	12.08	17.09	2.83	14.21	22.8	13.04	18.44	14.42	19.85	18.87	
9.22	12.81	13.04	14.56	13.42	6.08	13.04	24.6	20.25	10.3	19.24	17.49	18.0	10.05	22.14	12.04	16.28	2.24	21.02	9.9	14.21	20.62	0.0	1.0	12.04	11.31	12.17	13.89	19.42	18.38	23.09	19.24	20.4	11.05	12.08	7.07	12.21	12.17	25.71	13.6	12.53	10.05	11.0	24.08	10.2	24.19	14.32	23.26	8.06	6.08	12.37	6.4	7.0	6.4	3.61	
10.0	13.6	14.04	14.87	14.32	6.0	13.6	25.5	21.19	11.18	20.22	18.36	19.0	10.2	23.09	12.81	17.26	2.0	22.02	10.63	15.0	21.54	1.0	0.0	13.04	12.04	13.15	14.76	20.4	19.31	24.08	20.12	21.38	11.18	13.0	7.81	13.04	13.15	26.68	14.56	13.42	10.0	11.05	25.08	11.18	25.18	14.56	24.17	9.06	6.32	13.34	7.21	8.0	7.07	4.47	
8.6	7.28	2.24	17.0	5.0	13.93	11.18	15.62	10.63	5.0	7.28	8.54	6.08	14.21	12.04	7.62	4.47	13.04	9.0	7.81	10.05	11.4	12.04	13.04	0.0	9.85	3.0	8.0	7.62	7.81	11.05	9.43	9.43	16.28	4.12	9.22	8.25	1.0	13.93	3.16	7.07	15.81	16.97	12.37	2.24	12.17	17.49	14.21	4.0	12.08	2.0	7.62	5.1	8.94	9.06	
2.24	16.12	8.6	7.21	14.56	16.64	19.03	14.32	11.05	13.04	15.56	18.38	12.81	19.31	13.04	16.03	13.6	13.45	15.81	15.03	3.16	11.0	11.31	12.04	9.85	0.0	7.21	4.12	16.28	17.49	18.03	19.24	12.65	7.62	13.34	4.24	2.24	10.77	22.02	13.0	3.61	20.12	8.54	17.09	10.2	19.42	7.81	13.15	9.0	15.65	11.7	12.37	8.06	13.6	11.18	
6.4	10.2	1.41	14.42	8.0	15.26	13.93	13.45	8.6	7.62	8.6	11.4	6.32	16.28	10.3	10.44	6.4	13.6	9.49	10.3	7.07	9.22	12.17	13.15	3.0	7.21	0.0	5.0	9.22	10.3	11.7	12.08	8.25	14.21	7.07	7.62	5.39	4.0	15.26	6.08	4.12	17.69	15.0	12.0	4.47	13.0	15.0	12.04	5.0	13.6	5.0	9.22	5.39	10.63	9.85	
5.1	15.13	6.08	10.63	13.0	18.38	18.68	10.77	7.0	12.37	12.21	16.28	9.22	20.25	9.0	15.3	10.77	15.81	12.04	14.87	2.24	7.07	13.89	14.76	8.0	4.12	5.0	0.0	13.04	14.87	14.21	16.76	8.54	11.7	12.04	7.28	2.0	9.0	18.38	11.05	1.41	21.4	12.65	13.0	9.22	15.62	11.4	9.49	8.94	17.03	10.0	13.04	8.6	14.42	12.73	
15.62	9.85	7.81	23.43	7.28	20.1	13.89	15.3	11.0	10.05	1.0	6.4	4.12	18.97	11.18	10.77	3.16	20.1	3.61	12.37	15.26	12.0	19.42	20.4	7.62	16.28	9.22	13.04	0.0	3.61	4.47	5.39	8.06	23.43	8.06	16.64	14.21	7.28	6.32	6.0	12.81	20.88	24.21	7.81	9.22	5.1	24.08	14.14	11.4	18.11	7.07	14.0	12.65	15.03	16.12	
16.4	7.07	8.94	24.7	5.1	18.03	10.77	18.68	14.14	8.25	4.47	2.83	7.07	16.28	14.56	8.06	4.12	18.68	7.21	10.0	17.09	15.13	18.38	19.31	7.81	17.49	10.3	14.87	3.61	0.0	7.81	2.0	11.4	24.08	6.32	16.97	15.65	7.07	8.06	5.0	14.32	18.25	24.76	11.4	8.6	8.06	25.24	17.46	10.82	16.03	6.4	12.37	12.21	13.15	14.87	
17.89	14.32	10.44	24.84	11.7	24.33	18.36	13.04	9.85	14.32	4.12	10.63	5.39	23.41	9.22	15.23	7.07	24.0	2.24	16.76	16.28	10.77	23.09	24.08	11.05	18.03	11.7	14.21	4.47	7.81	0.0	9.22	6.71	25.55	12.37	19.31	15.81	11.0	4.47	10.2	14.42	25.3	26.42	4.12	13.0	1.41	25.61	12.17	15.03	22.36	11.05	18.11	16.12	19.24	20.0	
18.03	7.07	10.77	26.42	5.83	18.25	10.2	20.62	16.12	8.94	6.32	2.0	9.06	16.03	16.49	8.06	6.08	19.31	8.94	10.2	18.97	17.12	19.24	20.12	9.43	19.24	12.08	16.76	5.39	2.0	9.22	0.0	13.34	25.61	7.21	18.44	17.46	8.6	8.54	6.4	16.16	18.03	26.25	13.04	9.9	9.22	26.93	19.42	12.04	16.28	7.81	13.0	13.45	13.6	15.65	
13.15	15.62	7.62	18.87	12.81	23.26	19.85	7.28	3.16	14.21	7.07	13.93	4.47	23.6	3.16	16.28	8.06	21.84	5.1	17.03	10.3	4.12	20.4	21.38	9.43	12.65	8.25	8.54	8.06	11.4	6.71	13.34	0.0	20.25	12.73	15.03	10.44	10.0	11.18	10.63	9.22	25.24	21.19	4.47	11.66	8.06	19.72	6.08	13.0	21.47	10.63	17.0	13.6	18.36	18.03	
7.81	21.02	15.62	4.24	20.25	17.12	22.8	21.0	18.44	17.89	22.8	24.41	20.25	21.0	20.4	20.62	20.52	13.15	23.32	18.97	10.2	18.25	11.05	11.18	16.28	7.62	14.21	11.7	23.43	24.08	25.55	25.61	20.25	0.0	18.87	7.21	9.85	17.03	29.41	19.21	11.18	21.1	1.0	24.7	15.81	26.93	3.61	20.02	13.89	17.0	17.8	15.52	12.53	16.28	13.15	
11.7	3.16	6.32	20.25	1.41	12.04	7.21	19.42	14.42	2.0	8.25	5.66	8.6	11.18	15.62	3.61	5.39	12.37	10.77	4.47	14.0	15.26	12.08	13.0	4.12	13.34	7.07	12.04	8.06	6.32	12.37	7.21	12.73	18.87	0.0	11.66	12.04	3.16	14.04	2.24	11.0	13.0	19.42	14.76	3.16	13.15	20.62	18.03	5.0	10.05	2.24	6.08	6.4	7.0	8.54	
2.24	13.93	8.94	9.06	13.04	12.53	16.12	18.03	14.14	10.77	16.12	17.2	13.93	15.52	16.12	13.6	13.6	9.22	17.09	12.17	7.21	14.32	7.07	7.81	9.22	4.24	7.62	7.28	16.64	16.97	19.31	18.44	15.03	7.21	11.66	0.0	5.39	9.9	22.83	12.04	6.08	16.16	7.81	19.24	8.6	20.62	9.22	16.76	6.71	11.7	10.63	9.0	5.39	10.05	7.28	
3.16	15.0	6.71	9.22	13.15	17.03	18.25	12.65	9.0	12.04	13.45	16.76	10.63	19.24	11.0	15.03	11.66	14.21	13.6	14.32	2.24	9.06	12.21	13.04	8.25	2.24	5.39	2.0	14.21	15.65	15.81	17.46	10.44	9.85	12.04	5.39	0.0	9.22	19.85	11.4	1.41	20.25	10.77	14.87	9.0	17.2	9.9	11.4	8.25	15.81	10.2	12.08	7.62	13.42	11.4	
9.43	6.32	3.16	17.89	4.0	13.6	10.3	16.4	11.4	4.24	7.07	7.62	6.32	13.6	12.73	6.71	4.12	13.0	9.06	7.07	11.05	12.21	12.17	13.15	1.0	10.77	4.0	9.0	7.28	7.07	11.0	8.6	10.0	17.03	3.16	9.9	9.22	0.0	13.6	2.24	8.06	15.26	17.69	12.65	2.0	12.04	18.36	15.0	4.12	11.7	1.0	7.28	5.39	8.54	9.0	
21.63	15.13	13.89	29.0	13.0	26.0	18.68	17.26	14.32	16.03	6.71	10.44	9.22	24.33	13.6	16.12	9.49	26.31	6.4	18.03	20.52	15.23	25.71	26.68	13.93	22.02	15.26	18.38	6.32	8.06	4.47	8.54	11.18	29.41	14.04	22.83	19.85	13.6	0.0	12.17	18.44	26.31	30.23	8.06	15.52	3.16	29.73	16.49	17.72	24.0	13.34	20.1	18.97	21.02	22.36	
11.66	5.0	5.0	20.12	2.24	14.14	9.22	17.49	12.53	4.12	6.08	5.39	6.4	13.42	13.6	5.66	3.16	14.14	8.54	6.71	13.15	13.42	13.6	14.56	3.16	13.0	6.08	11.05	6.0	5.0	10.2	6.4	10.63	19.21	2.24	12.04	11.4	2.24	12.17	0.0	10.2	15.23	19.85	12.53	3.61	11.05	20.59	16.12	5.83	12.17	1.41	8.0	7.21	9.06	10.2	
4.0	14.04	5.39	10.63	12.04	16.97	17.46	12.08	8.06	11.18	12.04	15.52	9.22	18.87	10.05	14.14	10.3	14.42	12.21	13.6	3.0	8.25	12.53	13.42	7.07	3.61	4.12	1.41	12.81	14.32	14.42	16.16	9.22	11.18	11.0	6.08	1.41	8.06	18.44	10.2	0.0	20.0	12.08	13.6	8.06	15.81	11.31	10.77	7.62	15.62	9.06	11.66	7.21	13.04	11.31	
17.89	11.18	17.8	24.52	13.6	4.0	8.06	31.14	26.25	11.18	21.19	16.03	21.47	2.0	27.8	10.2	18.38	8.0	23.77	8.54	22.47	26.91	10.05	10.0	15.81	20.12	17.69	21.4	20.88	18.25	25.3	18.03	25.24	21.1	13.0	16.16	20.25	15.26	26.31	15.23	20.0	0.0	21.02	27.73	13.6	25.96	24.33	29.73	12.73	4.47	14.76	8.49	12.81	7.07	8.94	
8.6	21.47	16.4	5.0	20.81	17.03	23.09	22.0	19.42	18.36	23.6	25.0	21.1	21.02	21.38	21.02	21.26	13.04	24.19	19.31	11.18	19.24	11.0	11.05	16.97	8.54	15.0	12.65	24.21	24.76	26.42	26.25	21.19	1.0	19.42	7.81	10.77	17.69	30.23	19.85	12.08	21.02	0.0	25.63	16.4	27.78	4.24	21.02	14.42	17.03	18.44	15.81	13.04	16.49	13.34	
17.46	17.2	11.05	23.32	14.42	26.25	21.4	9.22	7.07	16.55	7.07	14.21	6.32	25.94	5.83	18.03	9.43	25.32	4.24	19.24	14.76	7.81	24.08	25.08	12.37	17.09	12.0	13.0	7.81	11.4	4.12	13.04	4.47	24.7	14.76	19.24	14.87	12.65	8.06	12.53	13.6	27.73	25.63	0.0	14.56	5.0	24.19	8.54	16.28	24.35	13.0	19.92	17.12	21.19	21.38	
8.54	6.0	4.24	17.09	4.47	11.7	9.49	17.69	12.73	3.16	9.06	8.6	8.25	12.04	14.21	6.08	6.08	11.0	11.05	5.83	11.05	13.45	10.2	11.18	2.24	10.2	4.47	9.22	9.22	8.6	13.0	9.9	11.66	15.81	3.16	8.6	9.0	2.0	15.52	3.61	8.06	13.6	16.4	14.56	0.0	14.04	17.46	16.28	2.24	9.85	2.24	5.39	3.61	6.71	7.0	
19.24	14.87	11.7	26.25	12.37	25.18	18.79	14.14	11.18	15.13	5.0	10.82	6.71	24.04	10.44	15.81	8.0	25.02	3.61	17.46	17.69	12.08	24.19	25.18	12.17	19.42	13.0	15.62	5.1	8.06	1.41	9.22	8.06	26.93	13.15	20.62	17.2	12.04	3.16	11.05	15.81	25.96	27.78	5.0	14.04	0.0	27.02	13.34	16.12	23.19	12.0	19.03	17.26	20.1	21.02	
8.94	23.09	16.4	1.0	21.93	20.4	25.32	19.24	17.46	19.92	23.35	25.94	20.52	24.08	19.31	22.8	21.4	16.49	23.43	21.38	9.43	17.09	14.32	14.56	17.49	7.81	15.0	11.4	24.08	25.24	25.61	26.93	19.72	3.61	20.62	9.22	9.9	18.36	29.73	20.59	11.31	24.33	4.24	24.19	17.46	27.02	0.0	18.44	15.81	20.1	19.24	18.11	14.56	19.03	16.0	
14.56	21.1	12.04	17.46	18.36	27.2	25.24	1.41	3.61	19.21	13.15	19.92	10.44	28.28	3.0	21.63	13.93	25.06	11.0	22.02	10.05	2.83	23.26	24.17	14.21	13.15	12.04	9.49	14.14	17.46	12.17	19.42	6.08	20.02	18.03	16.76	11.4	15.0	16.49	16.12	10.77	29.73	21.02	8.54	16.28	13.34	18.44	0.0	17.03	25.61	15.81	21.26	17.2	22.67	21.63	
7.07	7.28	5.39	15.52	6.4	10.3	10.05	18.44	13.6	4.12	11.18	10.63	10.05	11.4	15.26	7.07	8.25	9.06	13.0	6.08	10.44	14.21	8.06	9.06	4.0	9.0	5.0	8.94	11.4	10.82	15.03	12.04	13.0	13.89	5.0	6.71	8.25	4.12	17.72	5.83	7.62	12.73	14.42	16.28	2.24	16.12	15.81	17.03	0.0	8.6	4.47	4.24	1.41	5.66	5.1	
13.42	9.22	13.89	20.22	11.0	2.0	7.81	27.02	22.2	8.06	18.25	14.32	18.03	4.0	23.85	8.25	15.3	4.47	20.62	6.08	18.03	22.8	6.08	6.32	12.08	15.65	13.6	17.03	18.11	16.03	22.36	16.28	21.47	17.0	10.05	11.7	15.81	11.7	24.0	12.17	15.62	4.47	17.03	24.35	9.85	23.19	20.1	25.61	8.6	0.0	11.4	4.47	8.49	3.16	4.47	
10.3	5.39	4.12	18.79	3.0	13.34	9.43	17.2	12.21	3.61	7.0	6.71	6.71	13.04	13.45	5.83	4.0	13.04	9.22	6.4	12.04	13.04	12.37	13.34	2.0	11.7	5.0	10.0	7.07	6.4	11.05	7.81	10.63	17.8	2.24	10.63	10.2	1.0	13.34	1.41	9.06	14.76	18.44	13.0	2.24	12.0	19.24	15.81	4.47	11.4	0.0	7.07	5.83	8.25	9.06	
10.2	6.4	9.43	18.03	7.28	6.32	7.28	22.67	17.8	4.12	14.04	11.18	13.6	7.21	19.42	5.66	11.05	6.32	16.28	3.61	14.32	18.44	6.4	7.21	7.62	12.37	9.22	13.04	14.0	12.37	18.11	13.0	17.0	15.52	6.08	9.0	12.08	7.28	20.1	8.0	11.66	8.49	15.81	19.92	5.39	19.03	18.11	21.26	4.24	4.47	7.07	0.0	4.47	1.41	2.83	
6.0	8.54	6.08	14.32	7.81	10.0	11.0	18.6	13.89	5.39	12.37	12.04	11.0	11.66	15.65	8.25	9.49	8.25	14.04	7.0	9.85	14.42	7.0	8.0	5.1	8.06	5.39	8.6	12.65	12.21	16.12	13.45	13.6	12.53	6.4	5.39	7.62	5.39	18.97	7.21	7.21	12.81	13.04	17.12	3.61	17.26	14.56	17.2	1.41	8.49	5.83	4.47	0.0	5.83	4.47	
11.4	6.71	10.82	19.0	8.06	5.1	6.71	24.08	19.21	5.0	15.13	11.7	14.87	5.83	20.81	5.83	12.17	5.83	17.46	3.61	15.65	19.85	6.4	7.07	8.94	13.6	10.63	14.42	15.03	13.15	19.24	13.6	18.36	16.28	7.0	10.05	13.42	8.54	21.02	9.06	13.04	7.07	16.49	21.19	6.71	20.1	19.03	22.67	5.66	3.16	8.25	1.41	5.83	0.0	3.16	
8.94	9.22	10.44	16.03	9.85	5.66	9.85	23.02	18.36	6.71	16.03	13.89	15.13	8.25	20.12	8.49	13.04	4.0	18.03	6.4	13.6	18.87	3.61	4.47	9.06	11.18	9.85	12.73	16.12	14.87	20.0	15.65	18.03	13.15	8.54	7.28	11.4	9.0	22.36	10.2	11.31	8.94	13.34	21.38	7.0	21.02	16.0	21.63	5.1	4.47	9.06	2.83	4.47	3.16	0.0	
