50
13.89	12.65	20.88	9.9	19.24	22.47	19.42	6.71	15.23	11.0	0.0	5.1	12.04	3.16	12.04	6.71	19.42	14.14	20.12	8.06	10.0	11.4	23.6	8.0	9.22	9.43	13.0	12.04	19.7	15.65	17.12	15.65	18.03	15.56	7.07	22.14	14.21	8.25	10.44	22.36	6.0	21.59	2.83	13.0	16.64	23.26	23.85	17.72	1.41	19.85	
9.22	7.62	15.81	8.25	14.56	18.36	14.32	9.43	10.3	6.08	5.1	0.0	10.44	8.0	7.0	10.63	14.87	10.3	16.4	9.22	5.1	6.32	20.52	10.3	6.08	7.0	14.87	7.28	14.76	10.82	12.04	15.13	14.87	13.42	2.0	17.89	12.65	9.9	6.4	18.6	7.07	16.49	7.07	8.06	15.52	18.36	20.52	13.42	4.47	17.2	
16.49	13.6	19.21	2.24	12.53	13.04	17.03	18.6	16.16	9.49	12.04	10.44	0.0	14.87	10.77	11.4	12.08	19.1	10.0	19.24	9.22	12.37	12.08	8.06	16.12	17.26	8.94	8.94	19.72	17.09	14.21	5.1	7.07	3.61	10.05	13.15	2.24	19.72	6.32	12.04	17.0	19.1	14.87	14.56	5.1	23.02	12.65	9.85	10.63	8.06	
16.16	15.3	23.54	12.81	22.36	25.63	22.2	5.0	17.72	14.04	3.16	8.0	14.87	0.0	15.0	7.0	22.56	15.81	23.26	7.28	13.04	14.14	26.63	9.49	10.82	10.63	14.32	15.13	22.14	18.03	20.02	18.03	21.1	18.44	10.0	25.3	16.97	7.07	13.6	25.5	5.83	24.33	1.41	15.52	19.21	25.63	26.93	20.88	4.47	22.8	
6.0	3.0	9.43	9.43	8.06	12.73	7.62	15.81	5.39	1.41	12.04	7.0	10.77	15.0	0.0	16.55	8.6	9.22	11.66	14.76	2.24	2.24	16.55	15.0	8.49	9.9	18.44	2.0	9.22	6.32	5.1	15.81	11.4	12.04	5.0	12.04	12.37	15.65	4.47	13.6	13.0	9.85	14.04	4.0	15.3	12.73	16.12	7.81	11.18	14.32	
19.85	18.03	25.94	10.05	22.2	24.08	24.17	12.0	20.81	15.23	6.71	10.63	11.4	7.0	16.55	0.0	22.09	20.62	21.21	14.14	14.32	16.64	23.41	3.61	15.81	16.12	7.62	15.81	25.24	21.4	21.54	12.81	18.44	14.87	12.21	24.02	13.0	14.04	13.34	23.35	12.37	26.4	8.06	18.6	14.42	28.84	24.04	20.02	6.4	19.31	
13.04	10.63	10.05	12.37	1.0	4.47	8.0	24.17	11.18	8.94	19.42	14.87	12.08	22.56	8.6	22.09	0.0	16.64	5.1	23.32	9.85	10.63	10.0	19.42	17.03	18.44	21.02	7.62	12.04	12.08	6.32	15.62	7.21	10.63	13.0	3.61	12.21	24.19	9.06	6.08	21.47	9.22	21.84	11.4	14.14	14.14	9.06	2.24	18.25	9.85	
3.61	6.32	10.77	17.26	15.81	21.1	10.82	13.6	5.66	10.05	14.14	10.3	19.1	15.81	9.22	20.62	16.64	0.0	20.62	11.18	10.0	7.07	25.63	20.59	5.0	5.39	25.08	11.18	8.25	5.0	10.63	24.19	20.62	21.02	9.49	20.25	21.02	12.17	13.0	22.36	10.77	12.08	14.42	5.39	24.02	11.0	25.08	16.55	14.21	23.54	
17.09	14.32	15.13	11.18	6.08	3.16	13.04	25.81	15.52	11.4	20.12	16.4	10.0	23.26	11.66	21.21	5.1	20.62	0.0	25.5	12.04	13.89	5.1	18.03	20.0	21.4	18.44	10.0	17.0	16.49	11.05	12.08	3.16	7.28	14.87	3.61	9.22	26.25	10.0	2.24	23.43	14.32	22.83	15.23	10.3	19.24	4.47	4.12	18.79	5.0	
13.04	13.6	21.1	17.0	22.83	27.2	20.4	2.83	15.13	14.42	8.06	9.22	19.24	7.28	14.76	14.14	23.32	11.18	25.5	0.0	13.6	13.0	29.73	16.03	7.07	6.0	21.02	15.81	19.0	15.03	18.97	23.41	24.08	22.47	10.63	26.63	21.47	1.0	15.56	27.66	2.24	22.2	6.08	13.34	24.17	22.09	29.7	22.2	9.22	26.4	
7.28	4.47	11.66	7.62	9.49	13.6	9.85	14.32	7.21	1.0	10.0	5.1	9.22	13.04	2.24	14.32	9.85	10.0	12.04	13.6	0.0	3.16	16.64	12.81	8.06	9.43	16.4	2.24	11.31	8.06	7.28	14.32	11.18	11.05	3.16	13.04	11.05	14.42	3.0	14.14	11.66	12.08	12.17	5.39	14.04	14.87	16.4	8.6	9.06	13.93	
4.12	1.41	9.49	10.77	10.0	14.87	8.06	14.32	4.24	3.0	11.4	6.32	12.37	14.14	2.24	16.64	10.63	7.07	13.89	13.0	3.16	0.0	18.79	15.56	6.4	7.81	19.42	4.12	8.6	5.0	6.08	17.46	13.6	14.0	4.47	14.14	14.14	13.93	6.08	15.81	11.4	10.2	13.04	2.24	17.12	12.21	18.36	10.0	10.77	16.49	
22.14	19.31	20.02	13.89	11.0	6.32	18.0	29.73	20.62	16.12	23.6	20.52	12.08	26.63	16.55	23.41	10.0	25.63	5.1	29.73	16.64	18.79	0.0	19.92	24.7	26.08	19.03	14.76	22.02	21.59	16.12	12.0	5.66	8.54	19.21	7.28	10.44	30.41	14.21	4.12	27.59	19.1	26.4	20.25	10.0	24.08	1.41	9.22	22.2	4.12	
19.21	16.97	24.41	7.07	19.65	21.0	22.47	14.32	19.8	13.6	8.0	10.3	8.06	9.49	15.0	3.61	19.42	20.59	18.03	16.03	12.81	15.56	19.92	0.0	16.16	16.76	5.0	13.89	24.08	20.52	19.72	9.22	15.13	11.4	11.4	21.02	9.49	16.12	11.18	20.1	14.0	24.7	10.2	17.69	10.82	27.66	20.62	17.26	7.07	15.81	
6.0	6.71	14.04	14.04	16.4	21.21	13.34	9.06	8.06	8.6	9.22	6.08	16.12	10.82	8.49	15.81	17.03	5.0	20.0	7.07	8.06	6.4	24.7	16.16	0.0	1.41	20.88	10.0	12.04	8.0	12.08	21.02	19.24	18.68	6.08	20.52	18.25	8.06	10.77	22.02	6.08	15.13	9.43	6.32	21.21	15.3	24.41	16.28	9.43	21.93	
7.07	8.06	15.13	15.13	17.8	22.63	14.56	8.25	9.22	10.0	9.43	7.0	17.26	10.63	9.9	16.12	18.44	5.39	21.4	6.0	9.43	7.81	26.08	16.76	1.41	0.0	21.59	11.4	13.0	9.06	13.42	22.09	20.59	19.92	7.28	21.93	19.42	7.0	12.08	23.43	5.39	16.28	9.22	7.62	22.36	16.12	25.81	17.69	9.85	23.26	
23.32	20.81	27.59	9.22	21.47	21.59	25.5	19.24	23.6	17.03	13.0	14.87	8.94	14.32	18.44	7.62	21.02	25.08	18.44	21.02	16.4	19.42	19.03	5.0	20.88	21.59	0.0	16.97	27.66	24.41	22.67	7.07	15.3	11.18	15.65	21.84	9.22	21.1	14.14	20.22	19.0	27.66	15.13	21.63	9.06	31.14	20.0	18.79	12.04	15.0	
8.0	5.0	10.63	7.81	7.28	11.4	8.6	16.55	7.28	1.41	12.04	7.28	8.94	15.13	2.0	15.81	7.62	11.18	10.0	15.81	2.24	4.12	14.76	13.89	10.0	11.4	16.97	0.0	10.82	8.25	5.83	13.93	9.49	10.05	5.39	10.82	10.44	16.64	2.83	12.04	13.89	10.82	14.32	6.0	13.34	14.21	14.42	6.4	11.0	12.37	
6.08	7.21	2.83	18.6	11.05	16.28	4.12	21.1	4.47	10.63	19.7	14.76	19.72	22.14	9.22	25.24	12.04	8.25	17.0	19.0	11.31	8.6	22.02	24.08	12.04	13.0	27.66	10.82	0.0	4.12	6.08	24.6	18.25	20.25	13.04	15.3	21.02	20.0	13.6	18.11	18.11	4.24	20.88	6.71	23.77	3.61	21.1	13.04	19.24	21.21	
2.0	3.61	6.08	15.65	11.18	16.55	5.83	17.03	1.0	7.62	15.65	10.82	17.09	18.03	6.32	21.4	12.08	5.0	16.49	15.03	8.06	5.0	21.59	20.52	8.0	9.06	24.41	8.25	4.12	0.0	5.83	22.14	17.03	18.25	9.22	15.65	18.68	16.03	10.77	18.03	14.04	7.28	16.76	2.83	21.59	7.62	20.88	12.37	15.26	20.02	
7.07	5.39	5.0	13.45	5.39	10.77	2.83	20.4	5.0	6.32	17.12	12.04	14.21	20.02	5.1	21.54	6.32	10.63	11.05	18.97	7.28	6.08	16.12	19.72	12.08	13.42	22.67	5.83	6.08	5.83	0.0	18.87	12.17	14.32	10.05	9.85	15.26	19.92	8.6	12.37	17.46	5.0	19.0	5.83	17.89	8.94	15.3	7.0	16.28	15.13	
21.59	18.68	23.85	7.0	16.28	15.23	21.63	22.36	21.19	14.56	15.65	15.13	5.1	18.03	15.81	12.81	15.62	24.19	12.08	23.41	14.32	17.46	12.0	9.22	21.02	22.09	7.07	13.93	24.6	22.14	18.87	0.0	8.94	5.0	15.0	15.65	3.61	23.77	11.4	13.6	21.19	23.6	18.36	19.65	2.0	27.78	13.04	13.45	14.32	8.06	
17.26	14.32	16.76	8.54	8.06	6.32	14.56	24.08	16.03	10.77	18.03	14.87	7.07	21.1	11.4	18.44	7.21	20.62	3.16	24.08	11.18	13.6	5.66	15.13	19.24	20.59	15.3	9.49	18.25	17.03	12.17	8.94	0.0	4.12	13.6	6.71	6.08	24.76	8.6	5.0	21.93	16.16	20.81	15.3	7.21	20.88	5.83	5.39	16.64	3.0	
18.03	15.03	19.24	5.66	11.31	10.44	17.0	22.02	17.26	11.0	15.56	13.42	3.61	18.44	12.04	14.87	10.63	21.02	7.28	22.47	11.05	14.0	8.54	11.4	18.68	19.92	11.18	10.05	20.25	18.25	14.32	5.0	4.12	0.0	12.65	10.77	2.0	23.02	8.06	9.06	20.25	18.87	18.38	16.03	3.61	23.26	9.22	8.49	14.14	4.47	
7.81	5.83	13.93	8.0	12.65	16.64	12.37	11.18	8.6	4.12	7.07	2.0	10.05	10.0	5.0	12.21	13.0	9.49	14.87	10.63	3.16	4.47	19.21	11.4	6.08	7.28	15.65	5.39	13.04	9.22	10.05	15.0	13.6	12.65	0.0	16.12	12.17	11.4	5.0	17.03	8.6	14.56	9.06	6.4	15.13	16.64	19.1	11.66	6.32	16.12	
16.64	14.21	13.04	14.0	4.47	1.0	11.18	27.29	14.76	12.21	22.14	17.89	13.15	25.3	12.04	24.02	3.61	20.25	3.61	26.63	13.04	14.14	7.28	21.02	20.52	21.93	21.84	10.82	15.3	15.65	9.85	15.65	6.71	10.77	16.12	0.0	12.65	27.46	11.7	3.16	24.7	12.0	24.7	15.0	13.89	17.0	6.08	4.47	20.88	8.49	
18.25	15.3	20.25	4.47	12.81	12.37	18.03	20.81	17.72	11.18	14.21	12.65	2.24	16.97	12.37	13.0	12.21	21.02	9.22	21.47	11.05	14.14	10.44	9.49	18.25	19.42	9.22	10.44	21.02	18.68	15.26	3.61	6.08	2.0	12.17	12.65	0.0	21.95	8.06	11.05	19.24	20.0	17.03	16.28	3.0	24.19	11.18	10.0	12.81	6.32	
14.04	14.56	22.09	17.49	23.71	28.02	21.38	2.24	16.12	15.26	8.25	9.9	19.72	7.07	15.65	14.04	24.19	12.17	26.25	1.0	14.42	13.93	30.41	16.12	8.06	7.0	21.1	16.64	20.0	16.03	19.92	23.77	24.76	23.02	11.4	27.46	21.95	0.0	16.28	28.43	2.83	23.19	6.0	14.32	24.6	23.09	30.41	23.02	9.49	27.02	
10.2	7.28	13.45	5.0	9.0	12.08	11.4	15.81	9.85	3.16	10.44	6.4	6.32	13.6	4.47	13.34	9.06	13.0	10.0	15.56	3.0	6.08	14.21	11.18	10.77	12.08	14.14	2.83	13.6	10.77	8.6	11.4	8.6	8.06	5.0	11.7	8.06	16.28	0.0	12.21	13.45	13.6	13.0	8.25	11.05	17.03	14.14	7.28	9.22	11.18	
18.79	16.12	16.0	13.34	7.07	2.24	14.04	28.02	17.09	13.45	22.36	18.6	12.04	25.5	13.6	23.35	6.08	22.36	2.24	27.66	14.14	15.81	4.12	20.1	22.02	23.43	20.22	12.04	18.11	18.03	12.37	13.6	5.0	9.06	17.03	3.16	11.05	28.43	12.21	0.0	25.61	15.03	25.06	17.0	11.7	20.02	3.0	5.83	21.02	5.83	
12.04	12.17	20.0	14.76	21.02	25.24	19.1	3.0	14.0	12.53	6.0	7.07	17.0	5.83	13.0	12.37	21.47	10.77	23.43	2.24	11.66	11.4	27.59	14.0	6.08	5.39	19.0	13.89	18.11	14.04	17.46	21.19	21.93	20.25	8.6	24.7	19.24	2.83	13.45	25.61	0.0	21.02	4.47	12.04	21.93	21.38	27.59	20.25	7.07	24.21	
9.22	9.06	1.41	18.44	8.25	13.0	2.24	24.02	7.07	11.18	21.59	16.49	19.1	24.33	9.85	26.4	9.22	12.08	14.32	22.2	12.08	10.2	19.1	24.7	15.13	16.28	27.66	10.82	4.24	7.28	5.0	23.6	16.16	18.87	14.56	12.0	20.0	23.19	13.6	15.03	21.02	0.0	23.19	9.0	22.47	5.0	18.03	10.77	20.88	18.97	
14.87	14.14	22.36	12.73	21.59	25.08	21.1	4.12	16.49	13.15	2.83	7.07	14.87	1.41	14.04	8.06	21.84	14.42	22.83	6.08	12.17	13.04	26.4	10.2	9.43	9.22	15.13	14.32	20.88	16.76	19.0	18.36	20.81	18.38	9.06	24.7	17.03	6.0	13.0	25.06	4.47	23.19	0.0	14.32	19.42	24.35	26.63	20.25	4.24	22.67	
2.0	1.0	8.06	13.0	10.63	15.81	7.07	15.03	2.24	5.1	13.0	8.06	14.56	15.52	4.0	18.6	11.4	5.39	15.23	13.34	5.39	2.24	20.25	17.69	6.32	7.62	21.63	6.0	6.71	2.83	5.83	19.65	15.3	16.03	6.4	15.0	16.28	14.32	8.25	17.0	12.04	9.0	14.32	0.0	19.24	10.3	19.7	11.18	12.53	18.25	
21.21	18.25	22.83	7.28	14.87	13.42	20.59	23.32	20.62	14.14	16.64	15.52	5.1	19.21	15.3	14.42	14.14	24.02	10.3	24.17	14.04	17.12	10.0	10.82	21.21	22.36	9.06	13.34	23.77	21.59	17.89	2.0	7.21	3.61	15.13	13.89	3.0	24.6	11.05	11.7	21.93	22.47	19.42	19.24	0.0	26.83	11.05	12.04	15.26	6.08	
9.49	10.82	4.12	22.02	13.15	18.0	6.32	24.33	8.06	14.14	23.26	18.36	23.02	25.63	12.73	28.84	14.14	11.0	19.24	22.09	14.87	12.21	24.08	27.66	15.3	16.12	31.14	14.21	3.61	7.62	8.94	27.78	20.88	23.26	16.64	17.0	24.19	23.09	17.03	20.02	21.38	5.0	24.35	10.3	26.83	0.0	23.02	15.52	22.83	23.77	
21.54	18.79	19.0	14.32	10.05	5.1	17.03	29.83	19.92	15.81	23.85	20.52	12.65	26.93	16.12	24.04	9.06	25.08	4.47	29.7	16.4	18.36	1.41	20.62	24.41	25.81	20.0	14.42	21.1	20.88	15.3	13.04	5.83	9.22	19.1	6.08	11.18	30.41	14.14	3.0	27.59	18.03	26.63	19.7	11.05	23.02	0.0	8.54	22.47	5.0	
13.0	10.3	11.4	10.2	2.83	5.0	9.22	22.83	11.4	7.81	17.72	13.42	9.85	20.88	7.81	20.02	2.24	16.55	4.12	22.2	8.6	10.0	9.22	17.26	16.28	17.69	18.79	6.4	13.04	12.37	7.0	13.45	5.39	8.49	11.66	4.47	10.0	23.02	7.28	5.83	20.25	10.77	20.25	11.18	12.04	15.52	8.54	0.0	16.49	8.25	
13.6	12.08	20.25	8.49	18.11	21.19	18.68	8.06	14.76	10.05	1.41	4.47	10.63	4.47	11.18	6.4	18.25	14.21	18.79	9.22	9.06	10.77	22.2	7.07	9.43	9.85	12.04	11.0	19.24	15.26	16.28	14.32	16.64	14.14	6.32	20.88	12.81	9.49	9.22	21.02	7.07	20.88	4.24	12.53	15.26	22.83	22.47	16.49	0.0	18.44	
20.22	17.26	19.65	10.0	10.77	7.81	17.46	26.17	19.03	13.6	19.85	17.2	8.06	22.8	14.32	19.31	9.85	23.54	5.0	26.4	13.93	16.49	4.12	15.81	21.93	23.26	15.0	12.37	21.21	20.02	15.13	8.06	3.0	4.47	16.12	8.49	6.32	27.02	11.18	5.83	24.21	18.97	22.67	18.25	6.08	23.77	5.0	8.25	18.44	0.0	
