45
12.08	17.46	5.83	18.11	2.24	7.07	11.4	3.16	13.45	8.49	0.0	15.81	9.06	6.32	15.56	4.12	10.3	15.81	3.61	13.04	10.05	8.94	14.14	7.0	9.06	5.0	13.15	5.39	14.42	8.06	7.81	12.53	14.14	9.85	10.2	4.47	7.81	18.44	10.82	19.42	17.09	19.8	10.2	22.2	3.61	
10.77	2.24	15.62	7.62	17.46	18.44	13.42	12.65	7.81	14.21	15.81	0.0	16.49	17.03	7.21	16.03	6.0	10.0	12.37	4.47	7.81	11.4	7.07	9.43	8.49	13.6	15.26	10.44	9.9	12.04	13.45	4.12	7.07	11.7	5.83	11.4	10.05	3.16	12.53	4.12	11.05	9.06	8.6	8.54	13.15	
18.44	18.68	14.56	21.95	8.06	16.12	18.87	8.94	10.05	16.55	9.06	16.49	0.0	15.3	12.17	5.0	10.77	21.26	8.06	12.17	14.87	15.81	11.05	12.04	14.14	13.0	5.0	9.22	9.49	15.26	15.65	12.37	18.6	5.0	13.04	8.6	6.71	19.65	18.03	20.62	22.67	15.81	15.56	19.42	6.71	
9.06	18.03	1.41	16.49	8.06	1.41	7.07	7.07	17.46	4.0	6.32	17.03	15.3	0.0	19.24	10.44	13.04	13.04	8.06	15.81	9.43	6.32	17.89	7.81	8.6	3.61	19.0	8.54	18.97	5.39	4.12	15.0	12.65	15.13	11.31	8.25	12.37	18.87	7.0	19.72	14.0	23.32	8.94	24.84	9.0	
16.0	9.22	17.89	14.76	16.4	20.59	18.11	12.81	2.24	17.72	15.56	7.21	12.17	19.24	0.0	13.89	6.32	16.49	12.04	4.0	12.04	15.3	1.41	11.7	12.17	15.65	9.22	10.82	3.16	15.52	16.76	5.0	13.34	7.28	9.06	11.4	7.81	9.9	17.12	10.63	17.72	4.24	13.04	7.28	12.04	
15.0	18.0	9.85	19.92	3.16	11.18	14.87	5.0	11.66	12.21	4.12	16.03	5.0	10.44	13.89	0.0	10.05	18.36	4.47	12.37	12.08	12.04	12.53	8.94	11.18	8.6	9.49	6.32	12.04	11.31	11.4	12.17	16.16	7.07	11.18	5.39	6.32	19.0	14.14	20.0	19.72	18.03	12.53	21.02	3.16	
10.2	8.06	11.66	11.4	11.7	14.42	12.0	7.21	5.0	11.4	10.3	6.0	10.77	13.04	6.32	10.05	0.0	11.66	6.71	2.83	6.08	9.06	5.1	5.39	6.0	9.43	10.63	5.0	7.07	9.22	10.44	2.24	8.6	6.4	3.16	5.83	4.12	9.06	11.0	10.05	13.04	10.3	7.07	12.04	7.28	
4.0	9.22	12.0	4.24	18.03	14.14	6.32	13.42	16.16	9.06	15.81	10.0	21.26	13.04	16.49	18.36	11.66	0.0	13.89	12.65	6.4	7.07	15.81	9.43	7.21	11.18	22.2	12.21	18.38	8.06	9.0	11.7	3.16	17.8	8.6	13.04	14.87	9.49	6.08	9.85	1.41	19.03	5.83	18.25	15.26	
10.63	14.14	7.0	15.52	5.1	9.22	10.82	1.0	10.0	8.54	3.61	12.37	8.06	8.06	12.04	4.47	6.71	13.89	0.0	9.43	7.62	7.81	10.63	4.47	6.71	5.1	11.05	2.0	11.18	7.21	7.62	8.94	11.7	7.07	7.0	1.0	4.47	15.13	10.0	16.12	15.26	16.28	8.06	18.6	1.41	
12.0	6.71	14.42	11.4	14.32	17.2	14.14	10.0	3.61	13.93	13.04	4.47	12.17	15.81	4.0	12.37	2.83	12.65	9.43	0.0	8.06	11.4	3.16	8.06	8.25	12.21	10.82	7.81	5.83	11.7	13.0	1.0	9.49	7.28	5.1	8.6	6.08	7.62	13.15	8.54	13.93	7.62	9.06	9.22	9.85	
4.12	8.6	8.06	8.06	12.17	10.82	6.08	7.28	11.05	6.4	10.05	7.81	14.87	9.43	12.04	12.08	6.08	6.4	7.62	8.06	0.0	3.61	11.0	3.16	1.0	6.32	16.12	5.83	13.15	4.24	5.66	7.07	4.12	11.66	3.0	6.71	8.6	9.43	5.1	10.3	7.81	15.52	1.0	16.12	8.94	
3.16	12.04	5.1	10.2	11.18	7.62	3.16	7.07	14.04	2.83	8.94	11.4	15.81	6.32	15.3	12.04	9.06	7.07	7.81	11.4	3.61	0.0	14.14	4.12	3.16	4.12	18.03	6.71	16.0	1.0	2.24	10.44	6.32	13.6	6.32	7.21	10.44	12.81	2.24	13.6	8.25	18.97	2.83	19.72	9.22	
15.03	9.22	16.55	14.42	15.0	19.24	17.03	11.4	1.0	16.49	14.14	7.07	11.05	17.89	1.41	12.53	5.1	15.81	10.63	3.16	11.0	14.14	0.0	10.44	11.05	14.32	8.54	9.43	2.83	14.32	15.52	4.12	12.65	6.08	8.0	10.0	6.4	10.0	16.03	10.82	17.09	5.66	12.0	8.54	10.63	
6.4	10.77	6.4	11.18	9.06	9.22	7.28	4.12	10.2	6.08	7.0	9.43	12.04	7.81	11.7	8.94	5.39	9.43	4.47	8.06	3.16	4.12	10.44	0.0	2.24	4.24	13.93	2.83	12.04	4.0	5.1	7.21	7.28	9.49	3.61	3.61	6.32	11.7	6.32	12.65	10.82	15.65	3.61	17.03	5.83	
4.47	9.43	7.21	9.06	11.18	10.0	6.0	6.32	11.0	5.83	9.06	8.49	14.14	8.6	12.17	11.18	6.0	7.21	6.71	8.25	1.0	3.16	11.05	2.24	0.0	5.39	15.65	5.0	13.04	3.61	5.0	7.28	5.1	11.18	3.16	5.83	8.06	10.3	5.0	11.18	8.6	15.81	1.41	16.64	8.06	
7.28	14.76	2.24	14.04	7.21	5.0	6.4	4.12	13.93	3.61	5.0	13.6	13.0	3.61	15.65	8.6	9.43	11.18	5.1	12.21	6.32	4.12	14.32	4.24	5.39	0.0	16.12	5.1	15.52	3.16	2.83	11.4	10.05	12.0	7.81	5.0	9.06	15.65	5.83	16.55	12.37	19.72	6.08	21.26	6.32	
20.12	17.49	18.03	21.93	12.65	20.02	21.19	12.04	7.62	19.42	13.15	15.26	5.0	19.0	9.22	9.49	10.63	22.2	11.05	10.82	16.12	18.03	8.54	13.93	15.65	16.12	0.0	11.4	6.08	17.72	18.44	11.4	19.21	4.47	13.6	11.18	7.62	18.36	20.25	19.24	23.6	12.04	17.0	16.0	10.0	
9.22	12.17	7.28	13.6	7.07	9.85	9.85	2.24	8.94	8.06	5.39	10.44	9.22	8.54	10.82	6.32	5.0	12.21	2.0	7.81	5.83	6.71	9.43	2.83	5.0	5.1	11.4	0.0	10.44	6.32	7.07	7.21	9.85	7.07	5.0	1.0	4.0	13.15	8.94	14.14	13.6	15.0	6.4	17.03	3.16	
17.26	12.04	17.72	17.2	14.87	20.25	19.03	12.08	2.24	18.11	14.42	9.9	9.49	18.97	3.16	12.04	7.07	18.38	11.18	5.83	13.15	16.0	2.83	12.04	13.04	15.52	6.08	10.44	0.0	16.03	17.12	6.71	15.23	5.0	10.2	10.77	6.71	12.81	18.03	13.6	19.7	6.32	14.14	10.05	10.82	
4.12	12.81	4.12	11.18	10.3	6.71	3.61	6.4	14.14	2.24	8.06	12.04	15.26	5.39	15.52	11.31	9.22	8.06	7.21	11.7	4.24	1.0	14.32	4.0	3.61	3.16	17.72	6.32	16.03	0.0	1.41	10.77	7.28	13.34	6.71	6.71	10.2	13.6	2.83	14.42	9.22	19.31	3.61	20.25	8.6	
5.0	14.21	3.0	12.37	10.0	5.39	3.61	6.71	15.3	1.0	7.81	13.45	15.65	4.12	16.76	11.4	10.44	9.0	7.62	13.0	5.66	2.24	15.52	5.1	5.0	2.83	18.44	7.07	17.12	1.41	0.0	12.08	8.54	14.14	8.06	7.28	11.05	15.0	3.16	15.81	10.05	20.62	5.0	21.63	8.94	
11.0	6.32	13.6	10.63	13.93	16.4	13.15	9.43	4.47	13.0	12.53	4.12	12.37	15.0	5.0	12.17	2.24	11.7	8.94	1.0	7.07	10.44	4.12	7.21	7.28	11.4	11.4	7.21	6.71	10.77	12.08	0.0	8.54	7.62	4.12	8.06	6.0	7.28	12.17	8.25	13.0	8.54	8.06	9.9	9.49	
4.24	6.71	11.4	4.0	16.28	13.93	7.07	11.4	13.0	8.94	14.14	7.07	18.6	12.65	13.34	16.16	8.6	3.16	11.7	9.49	4.12	6.32	12.65	7.28	5.1	10.05	19.21	9.85	15.23	7.28	8.54	8.54	0.0	14.87	5.66	10.77	12.04	7.21	6.4	7.81	4.47	16.0	4.0	15.52	13.0	
15.65	13.93	14.04	17.8	10.0	16.28	16.76	8.06	5.1	15.13	9.85	11.7	5.0	15.13	7.28	7.07	6.4	17.8	7.07	7.28	11.66	13.6	6.08	9.49	11.18	12.0	4.47	7.07	5.0	13.34	14.14	7.62	14.87	0.0	9.22	7.0	3.16	14.87	15.81	15.81	19.21	11.18	12.53	14.56	6.32	
7.07	7.28	9.9	8.94	12.04	12.73	9.06	7.07	8.06	8.94	10.2	5.83	13.04	11.31	9.06	11.18	3.16	8.6	7.0	5.1	3.0	6.32	8.0	3.61	3.16	7.81	13.6	5.0	10.2	6.71	8.06	4.12	5.66	9.22	0.0	6.0	6.4	8.25	8.06	9.22	10.0	12.65	4.0	13.6	8.06	
9.9	13.15	7.07	14.56	6.08	9.49	10.3	1.41	9.43	8.25	4.47	11.4	8.6	8.25	11.4	5.39	5.83	13.04	1.0	8.6	6.71	7.21	10.0	3.61	5.83	5.0	11.18	1.0	10.77	6.71	7.28	8.06	10.77	7.0	6.0	0.0	4.12	14.14	9.43	15.13	14.42	15.62	7.21	17.8	2.24	
12.53	12.17	11.18	15.26	8.6	13.6	13.6	5.39	5.66	12.04	7.81	10.05	6.71	12.37	7.81	6.32	4.12	14.87	4.47	6.08	8.6	10.44	6.4	6.32	8.06	9.06	7.62	4.0	6.71	10.2	11.05	6.0	12.04	3.16	6.4	4.12	0.0	13.15	12.65	14.14	16.28	12.04	9.43	14.76	4.24	
11.4	1.0	17.49	6.0	20.22	20.25	14.21	15.3	10.82	15.62	18.44	3.16	19.65	18.87	9.9	19.0	9.06	9.49	15.13	7.62	9.43	12.81	10.0	11.7	10.3	15.65	18.36	13.15	12.81	13.6	15.0	7.28	7.21	14.87	8.25	14.14	13.15	0.0	13.45	1.0	10.2	10.77	10.0	9.0	16.03	
2.24	12.81	6.08	9.85	13.04	8.06	1.0	9.22	16.0	3.0	10.82	12.53	18.03	7.0	17.12	14.14	11.0	6.08	10.0	13.15	5.1	2.24	16.03	6.32	5.0	5.83	20.25	8.94	18.03	2.83	3.16	12.17	6.4	15.81	8.06	9.43	12.65	13.45	0.0	14.14	7.0	20.62	4.12	21.02	11.4	
12.04	2.0	18.36	6.08	21.21	21.1	14.87	16.28	11.66	16.4	19.42	4.12	20.62	19.72	10.63	20.0	10.05	9.85	16.12	8.54	10.3	13.6	10.82	12.65	11.18	16.55	19.24	14.14	13.6	14.42	15.81	8.25	7.81	15.81	9.22	15.13	14.14	1.0	14.14	0.0	10.44	11.18	10.82	9.06	17.03	
5.1	10.05	13.04	4.47	19.31	15.03	7.07	14.76	17.46	10.0	17.09	11.05	22.67	14.0	17.72	19.72	13.04	1.41	15.26	13.93	7.81	8.25	17.09	10.82	8.6	12.37	23.6	13.6	19.7	9.22	10.05	13.0	4.47	19.21	10.0	14.42	16.28	10.2	7.0	10.44	0.0	20.1	7.21	19.1	16.64	
19.24	10.44	21.95	16.49	20.62	24.7	21.59	17.03	6.4	21.54	19.8	9.06	15.81	23.32	4.24	18.03	10.3	19.03	16.28	7.62	15.52	18.97	5.66	15.65	15.81	19.72	12.04	15.0	6.32	19.31	20.62	8.54	16.0	11.18	12.65	15.62	12.04	10.77	20.62	11.18	20.1	0.0	16.49	4.12	16.28	
3.16	9.22	7.62	8.0	12.37	10.3	5.1	7.62	12.04	5.66	10.2	8.6	15.56	8.94	13.04	12.53	7.07	5.83	8.06	9.06	1.0	2.83	12.0	3.61	1.41	6.08	17.0	6.4	14.14	3.61	5.0	8.06	4.0	12.53	4.0	7.21	9.43	10.0	4.12	10.82	7.21	16.49	0.0	17.0	9.43	
19.31	9.06	23.43	15.0	23.32	26.25	21.93	19.21	9.49	22.47	22.2	8.54	19.42	24.84	7.28	21.02	12.04	18.25	18.6	9.22	16.12	19.72	8.54	17.03	16.64	21.26	16.0	17.03	10.05	20.25	21.63	9.9	15.52	14.56	13.6	17.8	14.76	9.0	21.02	9.06	19.1	4.12	17.0	0.0	18.87	
12.04	15.03	8.06	16.76	4.47	10.05	12.21	2.24	9.9	9.85	3.61	13.15	6.71	9.0	12.04	3.16	7.28	15.26	1.41	9.85	8.94	9.22	10.63	5.83	8.06	6.32	10.0	3.16	10.82	8.6	8.94	9.49	13.0	6.32	8.06	2.24	4.24	16.03	11.4	17.03	16.64	16.28	9.43	18.87	0.0	
